judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data,wilayah_scraping
Dijual Rumah dengan Attic di Cluster Adelaide Grand Pakuwon,1800000000,72.0,126.0,3,2,,2.0,Unfurnished,0,0,"Tandes, Surabaya",-7.25834,-7.25834,https://www.rumah123.com/properti/surabaya-tandes/dijual-rumah-dengan-attic-di-cluster-adelaide-grand-pakuwon-hos42052447/,rumah123,Surabaya Barat
Murah! Rumah Baru Siap Huni Grand Pakuwon Tandes Surabaya Jatim,1100000000,72.0,78.0,2,2,2.0,1.0,Unfurnished,0,0,"Tandes, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-tandes/murah-rumah-baru-siap-huni-grand-pakuwon-tandes-surabaya-jatim-hos42027059/,rumah123,Surabaya Barat
Rumah di Jual Via Lelang di Darmo Indah Surabaya,1000000000,264.0,200.0,3,2,1.0,1.0,Unfurnished,1,1,"Tandes, Surabaya",-7.25834,112.678978,https://www.rumah123.com/properti/surabaya-tandes/rumah-di-jual-via-lelang-di-darmo-indah-surabaya-hos42003179/,rumah123,Surabaya Barat
Rumah Grand Pakuwon Full Furnish,3100000000,160.0,185.0,3,3,2.0,1.0,Furnished,0,0,"Tandes, Surabaya",-7.25834,112.678978,https://www.rumah123.com/properti/surabaya-tandes/rumah-grand-pakuwon-full-furnish-hos42002314/,rumah123,Surabaya Barat
Jual Cepat Rumah Terawat SHM di Darmo Indah Surabaya Barat,2300000000,148.0,250.0,6,3,2.0,,Unfurnished,0,0,"Tandes, Surabaya",-7.25834,112.678978,https://www.rumah123.com/properti/surabaya-tandes/jual-cepat-rumah-terawat-shm-di-darmo-indah-surabaya-barat-hos41992954/,rumah123,Surabaya Barat
Rumah Graha Natura Cluster Edenia - Murahhhh Poll,1500000000,108.0,114.0,3,3,2.0,1.0,Unfurnished,1,0,"Tandes, Surabaya",-7.25834,112.67898,https://www.rumah123.com/properti/surabaya-tandes/rumah-graha-natura-cluster-edenia-murahhhh-poll-hos41954350/,rumah123,Surabaya Barat
Rumah Dijual Darmo Indah Barat Tandes Surabaya,5500000000,250.0,250.0,5,5,2.0,,Unfurnished,0,0,"Tandes, Surabaya",-7.262784545454627,112.68243727272925,https://www.rumah123.com/properti/surabaya-tandes/rumah-dijual-darmo-indah-barat-tandes-surabaya-hos41953657/,rumah123,Surabaya Barat
Dijual Rumah Raya Darmo Indah Sari bisa Dibuat Komersial,1600000000,135.0,150.0,1,1,1.0,1.0,Unfurnished,1,0,"Tandes, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-tandes/dijual-rumah-raya-darmo-indah-sari-bisa-dibuat-komersial-hos41952384/,rumah123,Surabaya Barat
"Dijual Rumah 1,5 LT Siap Huni Full Furnished Darmo Indah Timur",1750000000,105.0,150.0,3,2,2.0,1.0,Furnished,1,0,"Tandes, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-tandes/dijual-rumah-15-lt-siap-huni-full-furnished-darmo-indah-timur-hos41951944/,rumah123,Surabaya Barat
Dijual Cepat. Nego Sampai Deal Minimalis Rumah di Grand Pakuwon,900000000,48.0,48.0,2,2,2.0,1.0,Unfurnished,0,0,"Tandes, Surabaya",-7.25834,112.678978,https://www.rumah123.com/properti/surabaya-tandes/dijual-cepat-nego-sampai-deal-minimalis-rumah-di-grand-pakuwon-hos41908766/,rumah123,Surabaya Barat
Rumah Tengah Kota Surabaya Surabaya,1500000000,90.0,180.0,,,,,Unfurnished,0,0,"Krembangan, Surabaya",-7.22996,-7.22996,https://www.rumah123.com/properti/surabaya-krembangan/rumah-tengah-kota-surabaya-surabaya-hos19053565/,rumah123,Surabaya Utara
Dijual Rumah Strategis Dekat Akses ke Pelabuhan di Perak Barat Surabaya,6000000000,300.0,300.0,6.0,4.0,3.0,1.0,Unfurnished,1,0,"Krembangan, Surabaya",-7.22996,112.724159,https://www.rumah123.com/properti/surabaya-krembangan/dijual-rumah-strategis-dekat-akses-ke-pelabuhan-di-perak-barat-surabaya-hos41639178/,rumah123,Surabaya Utara
Rumah 2 Lantai Bagus Siap Huni Akses Motor Saja Dekat Pasar Atom,650000000,111.0,111.0,3.0,2.0,2.0,,Furnished,0,0,"Krembangan, Surabaya",-7.22996,112.724159,https://www.rumah123.com/properti/surabaya-krembangan/rumah-2-lantai-bagus-siap-huni-akses-motor-saja-dekat-pasar-atom-hos41503963/,rumah123,Surabaya Utara
Forsale Rumah Strategis di Kalisosok Hitung Tanah Surabaya Kota Ki 59,5200000000,405.0,405.0,1.0,1.0,1.0,,Unfurnished,1,0,"Krembangan, Surabaya",-7.22996,112.724159,https://www.rumah123.com/properti/surabaya-krembangan/forsale-rumah-strategis-di-kalisosok-hitung-tanah-surabaya-kota-ki-59-hos41500284/,rumah123,Surabaya Utara
Rumah Dijual Dijalan Kalongan Kecil Surabaya,1300000000,174.0,210.0,4.0,2.0,1.0,,Unfurnished,1,0,"Krembangan, Surabaya",-7.24056,112.73351,https://www.rumah123.com/properti/surabaya-krembangan/rumah-dijual-dijalan-kalongan-kecil-surabaya-hos41325914/,rumah123,Surabaya Utara
Dijual Rumah Jalan Ikan Belanak Krembangan Surabaya,4000000000,210.0,210.0,,2.0,2.0,,Unfurnished,0,0,"Krembangan, Surabaya",-7.231161,112.727511,https://www.rumah123.com/properti/surabaya-krembangan/dijual-rumah-jalan-ikan-belanak-krembangan-surabaya-hos41147056/,rumah123,Surabaya Utara
Rumah Dijual Pesapen Krembangan Surabaya,2600000000,200.0,200.0,5.0,2.0,1.0,,Unfurnished,0,0,"Krembangan, Surabaya",-7.233383843918986,112.733814196585,https://www.rumah123.com/properti/surabaya-krembangan/rumah-dijual-pesapen-krembangan-surabaya-hos39628924/,rumah123,Surabaya Utara
Rumah Hitung Tanah Surat Ijo Pusat Kota,955000000,192.0,192.0,2.0,2.0,1.0,,Unfurnished,0,0,"Krembangan, Surabaya",-7.22996,-7.22996,https://www.rumah123.com/properti/surabaya-krembangan/rumah-hitung-tanah-surat-ijo-pusat-kota-hos39466379/,rumah123,Surabaya Utara
Dijual Rumah Usaha Jl Krembangan Dekat Veteran Perak Rajawali,4000000000,330.0,500.0,5.0,2.0,2.0,3.0,Unfurnished,0,0,"Krembangan, Surabaya",-7.22996,112.72416,https://www.rumah123.com/properti/surabaya-krembangan/dijual-rumah-usaha-jl-krembangan-dekat-veteran-perak-rajawali-hos16770888/,rumah123,Surabaya Utara
RUMAH SBY PUSAT JL. INDRAPURA NOL JALAN RAYA,15000000000,698.0,528.0,,,,,Unfurnished,0,0,"Krembangan, Surabaya",,,https://www.rumah123.com/properti/surabaya-krembangan/rumah-sby-pusat-jl-indrapura-nol-jalan-raya-hos10019388/,rumah123,Surabaya Utara
Bangunan Kantor dan Rumah Kos Raya Krembangan Barat Siap Pakai,18000000000,816.0,800.0,12.0,6.0,2.0,,Semi Furnished,0,0,"Krembangan, Surabaya",-7.2299836,112.7241708,https://www.rumah123.com/properti/surabaya-krembangan/bangunan-kantor-dan-rumah-kos-raya-krembangan-barat-siap-pakai-hos7372014/,rumah123,Surabaya Utara
Karah,3000000000,256.0,450.0,5,4,2,1.0,Unfurnished,0,0,"Jambangan, Surabaya",-7.31747,-7.31747,https://www.rumah123.com/properti/surabaya-jambangan/karah-hos40321981/,rumah123,Surabaya Selatan
Pagesangan,3200000000,233.0,233.0,6,3,1,,Unfurnished,0,1,"Jambangan, Surabaya",-7.31747,-7.31747,https://www.rumah123.com/properti/surabaya-jambangan/pagesangan-hos40321161/,rumah123,Surabaya Selatan
Dijual Rumah Royal Ketintang Terawat Siap Huni SHM,3400000000,120.0,200.0,3,3,2,1.0,Unfurnished,1,1,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/dijual-rumah-royal-ketintang-terawat-siap-huni-shm-hos41445794/,rumah123,Surabaya Selatan
Jual Cepat Rumah Bagus Pagesangan 3 Menit Masjid Agung Surabaya,2200000000,98.0,150.0,4,2,2,1.0,Unfurnished,1,1,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/jual-cepat-rumah-bagus-pagesangan-3-menit-masjid-agung-surabaya-hos41109718/,rumah123,Surabaya Selatan
Dijual Rumah 3 Lantai di Jambangan Kebonagung Dekat Karah Agung,2800000000,172.0,345.0,5,5,3,1.0,Unfurnished,1,0,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/dijual-rumah-3-lantai-di-jambangan-kebonagung-dekat-karah-agung-hos41353430/,rumah123,Surabaya Selatan
Rumah Dijual di Nol Jl Raya Jambangan Surabaya,4100000000,444.0,444.0,5,4,1,,Unfurnished,0,1,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/rumah-dijual-di-nol-jl-raya-jambangan-surabaya-hos39136726/,rumah123,Surabaya Selatan
Rumah 2 lt Dijual di Kebonsari Tengah Surabaya,1500000000,180.0,180.0,4,4,2,,Unfurnished,0,1,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/rumah-2-lt-dijual-di-kebonsari-tengah-surabaya-hos39509148/,rumah123,Surabaya Selatan
Rumah Dijual di Jl Jambangan Surabaya Selatan,1800000000,184.0,184.0,3,2,1,,Unfurnished,0,1,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/rumah-dijual-di-jl-jambangan-surabaya-selatan-hos39114031/,rumah123,Surabaya Selatan
Rumah Dijual di Jln Pagesangan Surabaya Selatan,2200000000,270.0,270.0,8,4,1,,Unfurnished,0,1,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/rumah-dijual-di-jln-pagesangan-surabaya-selatan-hos39509263/,rumah123,Surabaya Selatan
Dijual Rumah Terawat Siap Huni 2 Lantai One Gate System Karah Tama Jambangan,1900000000,144.0,220.0,4,3,2,2.0,Unfurnished,1,0,"Jambangan, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-jambangan/dijual-rumah-terawat-siap-huni-2-lantai-one-gate-system-karah-tama-jambangan-hos41266180/,rumah123,Surabaya Selatan
Rumah Jambangan Indah Minimalis Siap Huni,2100000000,67.0,67.0,3,2,1,1.0,Unfurnished,1,0,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/rumah-jambangan-indah-minimalis-siap-huni-hos40942620/,rumah123,Surabaya Selatan
Rumah kos minimalis di Jambangan dekat Ahmad Yani,4200000000,271.0,700.0,16,16,2,1.0,Unfurnished,0,1,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/rumah-kos-minimalis-di-jambangan-dekat-ahmad-yani-hos39841135/,rumah123,Surabaya Selatan
Jual Rumah Jambangan Surabaya Lokasi Karah Dekat Gayungan,770000000,159.0,180.0,7,3,1,1.0,Unfurnished,1,0,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/jual-rumah-jambangan-surabaya-lokasi-karah-dekat-gayungan-hos40160462/,rumah123,Surabaya Selatan
Rumah siap huni nol jalan ketintang surabaya selatan,7300000000,315.0,300.0,6,5,2,1.0,Unfurnished,0,0,"Jambangan, Surabaya",-7.31747,-7.31747,https://www.rumah123.com/properti/surabaya-jambangan/rumah-siap-huni-nol-jalan-ketintang-surabaya-selatan-hos40020351/,rumah123,Surabaya Selatan
Dijual Rumah Bagus Strategis di Central Park Ahmad Yani Surabaya,5600000000,200.0,350.0,4,2,2,1.0,Unfurnished,0,0,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/dijual-rumah-bagus-strategis-di-central-park-ahmad-yani-surabaya-hos39511215/,rumah123,Surabaya Selatan
PALM SPRING SURABAYA SELATAN KAWASAN EKSKLUSIF  BISA NEGO (SG),2500000000,150.0,100.0,3,2,1,1.0,Unfurnished,1,0,"Jambangan, Surabaya",-7.31747,-7.31747,https://www.rumah123.com/properti/surabaya-jambangan/palm-spring-surabaya-selatan-kawasan-eksklusif-bisa-nego-sg-hos19359519/,rumah123,Surabaya Selatan
Lebar 11 Murah Minimalis Siap Huni,3900000000,275.0,400.0,3,2,1,2.0,Unfurnished,1,1,"Jambangan, Surabaya",-7.324065,112.7133309,https://www.rumah123.com/properti/surabaya-jambangan/lebar-11-murah-minimalis-siap-huni-hos18678502/,rumah123,Surabaya Selatan
Rumah Dijual Wisma Pagesangan Surabaya Selatan,2200000000,165.0,190.0,5,2,2,,Unfurnished,0,0,"Jambangan, Surabaya",-7.31747,-7.31747,https://www.rumah123.com/properti/surabaya-jambangan/rumah-dijual-wisma-pagesangan-surabaya-selatan-hos42349572/,rumah123,Surabaya Selatan
Rumah Siap Huni 2 Lantai Lebar 8 Pasti Suka,1800000000,100.0,180.0,3,2,2,1.0,Furnished,1,0,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/rumah-siap-huni-2-lantai-lebar-8-pasti-suka-hos42307102/,rumah123,Surabaya Selatan
"Rumah Full Furnish Dekat Sekolah Al-Hikmah, Masjid Agung, Tol.waru, Unesa di Kebonsari",1200000000,90.0,160.0,3,2,2,1.0,Furnished,1,1,"Jambangan, Surabaya",-7.31747,112.716637,https://www.rumah123.com/properti/surabaya-jambangan/rumah-full-furnish-dekat-sekolah-alhikmah-masjid-agung-tolwaru-unesa-di-kebonsari-hos42184157/,rumah123,Surabaya Selatan
Rumah 2Lt Siap Pakai Rungkut Surabaya Dekat S I E R & Transmart,800000000,66.0,128.0,4,2,2,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-2lt-siap-pakai-rungkut-surabaya-dekat-s-i-e-r-transmart-hos42266032/,rumah123,Surabaya Timur
"Jual Apa Adanya Rumah Rungkut Surabaya Dekat Merr, Transmart & S I E R",700000000,66.0,70.0,3,1,1,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/jual-apa-adanya-rumah-rungkut-surabaya-dekat-merr-transmart-s-i-e-r-hos42266242/,rumah123,Surabaya Timur
Rumah Gress 2Lt On Progress Bangun Rungkut Surabaya Dekat U P N & I T S,1250000000,75.0,125.0,3,2,2,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-gress-2lt-on-progress-bangun-rungkut-surabaya-dekat-u-p-n-i-t-s-hos42293608/,rumah123,Surabaya Timur
"Rumah Baru Gress Ready 2Lt Rungkut Surabaya Dekat Merr, U P N",1350000000,75.0,125.0,3,2,2,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-baru-gress-ready-2lt-rungkut-surabaya-dekat-merr-u-p-n-hos42403062/,rumah123,Surabaya Timur
Dijual Via Lelang Rumah di Rungkut Surabaya Siap Huni,279800000,73.0,73.0,2,1,1,1.0,Unfurnished,0,1,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-via-lelang-rumah-di-rungkut-surabaya-siap-huni-hos42254006/,rumah123,Surabaya Timur
Dijual Via Lelang Rumah di Rungkut Siap Huni,1450000000,225.0,225.0,2,1,1,1.0,Unfurnished,0,1,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-via-lelang-rumah-di-rungkut-siap-huni-hos42253597/,rumah123,Surabaya Timur
Dijual Via Lelang Rumah Siap Huni di Tenggilis Mejoyo,1990000000,300.0,300.0,3,2,2,1.0,Unfurnished,0,1,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-via-lelang-rumah-siap-huni-di-tenggilis-mejoyo-hos42331248/,rumah123,Surabaya Timur
Dijual Via Lelang Rumah di Kedung Baruk Rungkut Surabaya,839400000,348.0,348.0,3,2,1,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-via-lelang-rumah-di-kedung-baruk-rungkut-surabaya-hos42379113/,rumah123,Surabaya Timur
Rumah Cocok untuk Usaha Kos-Kosan di Rungkut Mejoyo,1900000000,200.0,200.0,5,3,1,1.0,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-cocok-untuk-usaha-koskosan-di-rungkut-mejoyo-hos41400799/,rumah123,Surabaya Timur
Rumah Siap Huni 2 Lantai Rungkut Asri Tengah,2300000000,120.0,240.0,3,2,2,1.0,Semi Furnished,1,1,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-siap-huni-2-lantai-rungkut-asri-tengah-hos41505339/,rumah123,Surabaya Timur
Rumah Luas Dekat Upn Cocok untuk Kos-Kosan,2650000000,286.0,540.0,7,4,2,2.0,Unfurnished,1,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-luas-dekat-upn-cocok-untuk-koskosan-hos41505359/,rumah123,Surabaya Timur
"Rumah 2 Lantai Rungkut Mapan, 5Kt 3Km SHM Siap Huni",1450000000,112.0,192.0,5,3,2,,Unfurnished,1,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-2-lantai-rungkut-mapan-5kt-3km-shm-siap-huni-hos41649473/,rumah123,Surabaya Timur
Rumah Murah Pra Lelang Medokan Ayu Rungkut Surabaya Timur,465000000,92.0,76.0,2,1,1,1.0,Unfurnished,0,1,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/rumah-murah-pra-lelang-medokan-ayu-rungkut-surabaya-timur-hos42349777/,rumah123,Surabaya Timur
Villa Bukit Permai Rumah Super Mewah Surabaya Barat,45000000000,3852.0,1800.0,6,7,3,8.0,Furnished,1,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/villa-bukit-permai-rumah-super-mewah-surabaya-barat-hos42313788/,rumah123,Surabaya Barat
Graha Natura Lily Rumah Baru Minimalis,2550000000,96.0,101.0,3,3,2,1.0,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/graha-natura-lily-rumah-baru-minimalis-hos42309324/,rumah123,Surabaya Barat
412-Dijual Rumah Mewah Furnished 700 M2 di Villa Bukit Regency,8750000000,375.0,700.0,4,5,2,2.0,Furnished,1,1,"Sambikerep, Surabaya",-7.27993,112.65465,https://www.rumah123.com/properti/surabaya-sambikerep/412dijual-rumah-mewah-furnished-700-m2-di-villa-bukit-regency-hos19202419/,rumah123,Surabaya Barat
North West Garden ~ Citraland Utara 900 Juta An Ada Danau. Community Lounge. Rumah Bagus,900000000,40.0,59.0,2,2,2,1.0,Unfurnished,1,1,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/north-west-garden-citraland-utara-900-juta-an-ada-danau-community-lounge-rumah-bagus-hos40170771/,rumah123,Surabaya Barat
Rumah 3 LT Raya Lontar bisa untuk Usaha Traffic Tinggi,5700000000,264.0,550.0,6,7,3,2.0,Furnished,0,1,"Sambikerep, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-3-lt-raya-lontar-bisa-untuk-usaha-traffic-tinggi-hos41989326/,rumah123,Surabaya Barat
Dijual Rumah Baru High Spec Pakuwon Indah The Mansion Rooftop Jacuzzi Surabaya Barat Rev.a855,7500000000,180.0,450.0,4,5,3,2.0,Unfurnished,1,1,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-baru-high-spec-pakuwon-indah-the-mansion-rooftop-jacuzzi-surabaya-barat-reva855-hos42273918/,rumah123,Surabaya Barat
Rumah Graha Natura Mewah Siap Huni Jual Cepat Murah,5500000000,432.0,500.0,3,4,2,2.0,Furnished,1,1,"Sambikerep, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-graha-natura-mewah-siap-huni-jual-cepat-murah-hos42167194/,rumah123,Surabaya Barat
Dijual Cepat Rumah Minimalis Graha Natura Free Ac!,6800000000,375.0,400.0,4,4,2,2.0,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-cepat-rumah-minimalis-graha-natura-free-ac-hos42268841/,rumah123,Surabaya Barat
"Graha Natura 1,5M-An 3 Kamar Tidur Bonus 4 Ac",1600000000,60.0,64.0,3,2,2,1.0,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/graha-natura-15man-3-kamar-tidur-bonus-4-ac-hos42233312/,rumah123,Surabaya Barat
Rumah 2 Lantai Minimalis 2 Master Bedroom Graha Natura Surabaya Barat Dekat Pakuwon Mall dan Citraland,7000000000,375.0,450.0,4,4,2,2.0,Unfurnished,1,1,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/rumah-2-lantai-minimalis-2-master-bedroom-graha-natura-surabaya-barat-dekat-pakuwon-mall-dan-citraland-hos42216343/,rumah123,Surabaya Barat
Alam Hijau Gress,3100000000,120.0,195.0,4,4,2,1.0,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/brand-new-house-alam-hijau-hos42151309/,rumah123,Surabaya Barat
Forsale Rumah Citraland Strategis Siap Tinggal Surabaya Kota Rk 214,9250000000,300.0,500.0,6,7,2,,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/forsale-rumah-citraland-strategis-siap-tinggal-surabaya-kota-rk-214-hos42108060/,rumah123,Surabaya Barat
Forsale Rumah International Village Siap Huni Surabaya Kota Kha 63,2400000000,160.0,180.0,4,3,2,,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/forsale-rumah-international-village-siap-huni-surabaya-kota-kha-63-hos42152950/,rumah123,Surabaya Barat
Dijual Rmh di Northwest Park Citraland Utarasurabaya Barat,1950000000,130.0,90.0,3,2,2,,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rmh-di-northwest-park-citraland-utarasurabaya-barat-hos42189193/,rumah123,Surabaya Barat
Dijual Rumah Lelang di Puncak Sambisari Sambikerep Surabaya,976500000,191.0,191.0,2,1,1,,Unfurnished,0,1,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-lelang-di-puncak-sambisari-sambikerep-surabaya-hos42188282/,rumah123,Surabaya Barat
Dijual Rumah Baru Modern Minimalis Dekat Fresh Market Citraland,4250000000,153.0,249.0,4,3,2,1.0,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-baru-modern-minimalis-dekat-fresh-market-citraland-hos42188157/,rumah123,Surabaya Barat
For Sale Rumah Second Lebar 12Meter Siap Huni Citraland,6990000000,240.0,430.0,5,6,2,1.0,Semi Furnished,1,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/for-sale-rumah-second-lebar-12meter-siap-huni-citraland-hos42188085/,rumah123,Surabaya Barat
Dijual Rumah Dialam Galaxy Surabaya Barat,2800000000,162.0,165.0,3,2,2,,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-dialam-galaxy-surabaya-barat-hos41640381/,rumah123,Surabaya Barat
Jualsewa Rmh di Graha Natura Sambikerep Surabaya Barat,6900000000,375.0,400.0,4,4,2,,Unfurnished,0,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/dijualsewa-emh-di-graha-natura-sambikerep-lontar-surabaya-barat-hos41621729/,rumah123,Surabaya Barat
Jual Rumah Baru Gress Minimalis di Woodland Surabaya Barat,4700000000,162.0,250.0,4,5,2,1.0,Unfurnished,1,0,"Sambikerep, Surabaya",-7.27993,-7.27993,https://www.rumah123.com/properti/surabaya-sambikerep/jual-rumah-baru-gress-minimalis-di-woodland-surabaya-barat-hos42129764/,rumah123,Surabaya Barat
Aset Bank Rumah Strategis Double Way Gayung Kebonsari Surabaya,5900000000,706.0,192.0,2.0,2,1.0,3.0,Unfurnished,0,1,"Gayungan, Surabaya",-7.33,112.726021,https://www.rumah123.com/properti/surabaya-gayungan/aset-bank-rumah-strategis-double-way-gayung-kebonsari-surabaya-hos42242413/,rumah123,Surabaya Selatan
