judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,keamanan,taman,alamat_teks,latitude,longitude,url_listing,sumber_data
Jual Rumah Siap Huni Wonorejo Rungkut Surabaya Timur,1450000000,100.0,150.0,5,2,2,1,Semi Furnished,1,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/jual-rumah-siap-huni-wonorejo-rungkut-surabaya-timur-hos42269218/,rumah123
"Dijual Rumah 2 Lantai Cluster San Antonio, Pakuwon City, Surabaya Timur",7300000000,240.0,400.0,5,6,2,2,Semi Furnished,1,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/dijual-rumah-2-lantai-cluster-san-antonio-pakuwon-city-surabaya-timur-hos42363588/,rumah123
"Dijual Rumah 2 Lantai Dharma Husada Indah, Surabaya Timur",20000000000,600.0,550.0,6,4,2,6,Semi Furnished,1,0,"Dharma Husada, Surabaya",-7.26661,112.768181,https://www.rumah123.com/properti/surabaya-dharma-husada/dijual-rumah-2-lantai-dharma-husada-indah-surabaya-timur-hos42361159/,rumah123
Rumah Mewah Mediteranian Darmo Hill 2 LT di Tengah Surabaya Barat,5300000000,300.0,500.0,4,4,2,1,Unfurnished,1,1,"Surabaya Kota, Surabaya",-7.293237177706061,112.71504565952176,https://www.rumah123.com/properti/surabaya-surabaya-kota/rumah-mewah-mediteranian-darmo-hill-2-lt-di-tengah-surabaya-barat-hos41138633/,rumah123
Rumah Classic di Sutorejo Selatan Hoek Semi Furnish Under Market,3350000000,252.0,400.0,4,3,2,2,Semi Furnished,0,1,"Surabaya Kota, Surabaya",-7.271160588898397,112.79578899350912,https://www.rumah123.com/properti/surabaya-surabaya-kota/rumah-classic-di-sutorejo-selatan-hoek-semi-furnish-under-market-hos42321627/,rumah123
Rumah Baru Modern Pakuwon City Florence 2 Lantai Tata Denah Lega,2600000000,104.0,140.0,4,3,2,2,Unfurnished,1,1,"Surabaya Kota, Surabaya",-7.267864,112.803518,https://www.rumah123.com/properti/surabaya-surabaya-kota/rumah-baru-modern-pakuwon-city-florence-2-lantai-tata-denah-lega-hos42321648/,rumah123
Termurah Dibawah 1 M Minimalis 2 Lantai Siap Huni di Wiyung,950000000,60.0,77.0,2,2,2,1,Unfurnished,0,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/termurah-dibawah-1-m-minimalis-2-lantai-siap-huni-di-wiyung-hos41892504/,rumah123
"Dijual Rumah Supermewah Siap Huni Perumahan Graha Family, Surabaya Barat",28000000000,450.0,650.0,4,5,2,2,Semi Furnished,1,1,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-supermewah-siap-huni-perumahan-graha-family-surabaya-barat-hos42358896/,rumah123
Dijual Rumah Siap Huni 2 Lantai Sidosermo,7000000000,480.0,756.0,5,6,2,1,Unfurnished,0,0,"Margorejo, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-margorejo/dijual-rumah-siap-huni-2-lantai-sidosermo-hos41286506/,rumah123
"Dijual Rumah 2 Lantai Comersial Area Darmo Permai Selatan, Surabaya Barat",5200000000,315.0,400.0,5,3,2,1,Unfurnished,0,0,"Darmo permai, Surabaya",-7.285674,112.70134,https://www.rumah123.com/properti/surabaya-darmo-permai/dijual-rumah-2-lantai-comersial-area-darmo-permai-selatan-surabaya-barat-hos41845862/,rumah123
Dijual Rumah Pusat Kota Jln Kelud Surabaya,15000000000,1.0,800.0,5,4,2,2,Unfurnished,1,0,"Petemon, Surabaya",-7.260653,112.718193,https://www.rumah123.com/properti/surabaya-petemon/dijual-rumah-pusat-kota-jln-kelud-surabaya-hos41845935/,rumah123
Dijual Rumah Area Komersil Kertajaya Indah Surabaya Timur,73000000000,2.0,1.0,8,6,2,2,Unfurnished,1,1,"kertajaya, Surabaya",-7.282603,112.755432,https://www.rumah123.com/properti/surabaya-kertajaya/dijual-rumah-area-komersil-kertajaya-indah-surabaya-timur-hos41848098/,rumah123
Dijual Cepat Hitung Tanah Surabaya Timur,10200000000,960.0,1200.0,5,7,2,2,Unfurnished,0,0,"Mojoarum, Surabaya",-7.266516,112.776588,https://www.rumah123.com/properti/surabaya-mojoarum/dijual-cepat-hitung-tanah-surabaya-timur-hos41893341/,rumah123
"Dijual Rumah Pusat Kota Surabaya Jln Sam Ratulangi, Surabaya Pusat",11000000000,556.0,480.0,5,3,1,4,Unfurnished,1,0,"Dr Sutomo, Surabaya",-7.279848,112.736069,https://www.rumah123.com/properti/surabaya-dr-sutomo/dijual-rumah-pusat-kota-surabaya-jln-sam-ratulangi-surabaya-pusat-hos41848243/,rumah123
"Dijual Rumah 2 Lantai Perumahan Wisata Bukit Mas, Surabaya Barat",14000000000,480.0,500.0,6,6,2,2,Furnished,1,0,"Wisata Bukit Mas, Surabaya",-7.308962,112.667053,https://www.rumah123.com/properti/surabaya-wisata-bukit-mas/dijual-rumah-2-lantai-perumahan-wisata-bukit-mas-surabaya-barat-hos42275533/,rumah123
*Turun Hargaa.. Termurah di Jalan Kembar Rumah Pakuwon Indah*,5500000000,230.0,250.0,4,5,2,2,Semi Furnished,0,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/turun-hargaa-termurah-di-jalan-kembar-rumah-pakuwon-indah-hos42239582/,rumah123
Pakuwon City Rumah 2 Lantai Siap Huni Pakuwon City Minimalis Strategis Deket Kampus Its,2990000000,144.0,250.0,5,4,2,2.0,Semi Furnished,0,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/rumah-2-lantai-siap-huni-pakuwon-city-minimalis-strategis-deket-kampus-its-hos42111040/,rumah123
"Rumah Baru Gress di Wiyung, Dekat Wbm Prambanan Citraland Gwalk",1490000000,98.0,120.0,3,2,2,1.0,Unfurnished,0,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/rumah-baru-gress-di-wiyung-dkt-wbm-prambanan-citraland-gwalk-hos41688729/,rumah123
"Dijual Rumah 1 Lantai Daerah Jalan Ciliwung, Surabaya Barat",20000000000,626.0,300.0,6,6,1,2.0,Unfurnished,1,0,"Raya Darmo, Surabaya",-7.2879,112.739258,https://www.rumah123.com/properti/surabaya-raya-darmo/dijual-rumah-1-lantai-daerah-jalan-ciliwung-surabaya-barat-hos42232350/,rumah123
Ploso Timur - Siap Huni Turun Harga,790000000,90.0,80.0,3,1,1,1.0,Semi Furnished,1,0,"Surabaya Kota, Surabaya",-7.25843159012129,112.77446653733023,https://www.rumah123.com/properti/surabaya-surabaya-kota/ploso-timur-siap-huni-turun-harga-hos40825258/,rumah123
"Rumah Pusat Kota Siap Huni , Selangkah ke Raya Darmo , Hadap Utara Barat",16500000000,580.0,750.0,6,8,2,,Unfurnished,1,0,"Raya Darmo, Surabaya",-7.2879,112.739258,https://www.rumah123.com/properti/surabaya-raya-darmo/rumah-pusat-kota-siap-huni-selangkah-ke-raya-darmo-hadap-utara-barat-hos42353389/,rumah123
"Dijual Rumah Hook Prapen, Surabaya",8000000000,600.0,400.0,4,4,1,2.0,Unfurnished,1,0,"Tenggilis Mejoyo, Surabaya",-7.31943,112.755386,https://www.rumah123.com/properti/surabaya-tenggilis-mejoyo/dijual-rumah-hook-prapen-surabaya-hos42330890/,rumah123
"Dijual Rumah 2 Lantai Perumahan Virginia Regency, Surabaya Timur",7000000000,300.0,360.0,5,5,2,2.0,Unfurnished,1,0,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/dijual-rumah-2-lantai-perumahan-virginia-regency-surabaya-timur-hos42077303/,rumah123
Murah Dijual Rumah 3 Lantai Wisata Bukit Mas Surabaya No Cobroke,2900000000,220.0,285.0,3,3,3,2.0,Unfurnished,1,1,"Wisata Bukit Mas, Surabaya",-7.308962,112.667053,https://www.rumah123.com/properti/surabaya-wisata-bukit-mas/murah-dijual-rumah-3-lantai-wisata-bukit-mas-surabaya-split-level-hos42082800/,rumah123
"Dijual Rumah 2 Lantai Daerah Dharmahusada Mas, Surabaya Timur",7500000000,450.0,625.0,5,5,2,2.0,Unfurnished,1,0,"Mulyorejo, Surabaya",-7.27049,112.780548,https://www.rumah123.com/properti/surabaya-mulyorejo/dijual-rumah-2-lantai-daerah-dharmahusada-mas-surabaya-timur-hos42182882/,rumah123
"Dijual Rumah 2 Lantai Perumahan Pakuwon Indah, Surabaya Barat",39000000000,838.0,1000.0,5,6,2,2.0,Semi Furnished,1,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/dijual-rumah-2-lantai-perumahan-pakuwon-indah-surabaya-barat-hos42351475/,rumah123
"Dijual Rumah 2 Lantai Pakuwon City Cluster Palm Beach, Surabaya Timur",7500000000,300.0,400.0,5,6,2,2.0,Semi Furnished,1,0,"Pakuwon City, Surabaya",-7.28917,112.67556,https://www.rumah123.com/properti/surabaya-pakuwon-city/dijual-rumah-2-lantai-pakuwon-city-cluster-palm-beach-surabaya-timur-hos41906209/,rumah123
Dijual Rumah 2 Lantai Daerah Pusat Kota Surabaya,16500000000,580.0,750.0,8,9,2,4.0,Semi Furnished,1,0,"Raya Darmo, Surabaya",-7.2879,112.739258,https://www.rumah123.com/properti/surabaya-raya-darmo/dijual-rumah-2-lantaidaerah-pusat-kota-surabaya-hos41886535/,rumah123
Dijual Rumah 2 Lantai Surabaya Timur Daerah Rungkut Asri,5000000000,300.0,200.0,5,4,2,2.0,Semi Furnished,0,0,"Rungkut, Surabaya",-7.31434,112.800232,https://www.rumah123.com/properti/surabaya-rungkut/dijual-rumah-2-lantai-surabaya-timur-daerah-rungkut-asri-hos41654476/,rumah123
"Dijual Rumah 1 Lantai Manyar Jaya, Surabaya Timur",4500000000,442.0,320.0,5,3,1,2.0,Unfurnished,0,0,"Manyar, Surabaya",-7.28724,112.739052,https://www.rumah123.com/properti/surabaya-manyar/dijual-rumah-1-lantai-manyar-jaya-surabaya-timur-hos41662199/,rumah123
Dijual Rumah 2 Lantai Perumahan Araya Surabaya Timur,13000000000,490.0,600.0,5,5,2,4.0,Semi Furnished,1,0,"Sukolilo, Surabaya",-7.28813,112.802902,https://www.rumah123.com/properti/surabaya-sukolilo/dijual-rumah-2-lantai-perumahan-araya-surabaya-timur-hos41988365/,rumah123
"Dijual Rumah 2 Lantai Perumahan Graha Natura, Surabaya Barat",6800000000,375.0,400.0,5,5,2,2.0,Semi Furnished,1,0,"Sambikerep, Surabaya",-7.27993,112.654648,https://www.rumah123.com/properti/surabaya-sambikerep/dijual-rumah-2-lantai-perumahan-graha-natura-surabaya-barat-hos42082348/,rumah123
"Dijual Rumah 1 Lantai Siap Huni, Strategis di Babatan Pratama",1200000000,90.0,70.0,2,1,1,1.0,Unfurnished,0,0,"Wiyung, Surabaya",-7.31097,112.698067,https://www.rumah123.com/properti/surabaya-wiyung/dijual-rumah-1lt-siap-huni-di-babatan-pratama-hos41132641/,rumah123
Rumah Mewah Konsep Villa High Spec Bukit Golf Mediterania,9500000000,300.0,600.0,6,6,2,2.0,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-mewah-konsep-villa-high-spec-bukit-golf-mediterania-hos39756422/,rumah123
"Rumah Modern Terawat Vila Bukit Indah, Pakuwon Sby Barat",12990000000,622.0,650.0,7,5,2,2.0,Unfurnished,1,1,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-modern-terawat-vila-bukit-indah-pakuwon-sby-barat-hos39706447/,rumah123
Hitung Tanah,8000000000,317.0,150.0,3,2,2,2.0,Unfurnished,0,0,"Surabaya Kota, Surabaya",-7.260399,112.72053,https://www.rumah123.com/properti/surabaya-surabaya-kota/hitung-tanah-hos42241141/,rumah123
Dijual Rumah Dekat Gubeng Surabaya Mulia Residence Kalikepiting,1850000,120.0,126.0,3,2,2.0,1.0,Unfurnished,1,1,"Gubeng, Surabaya",-7.27396,112.748192,https://www.rumah123.com/properti/surabaya-gubeng/dijual-rumah-dekat-gubeng-surabaya-mulia-residence-kalikepiting-hos41665030/,rumah123
Rumah Tengah Kota SHM Jalan Kapuas Nempel Raya Darmo Sby Kota,30000000000,685.0,252.0,5,2,1.0,4.0,Semi Furnished,0,1,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/rumah-tengah-kota-shm-jalan-kapuas-nempel-raya-darmo-sby-kota-hos42395413/,rumah123
"Rumah L 179M Ketintang Surabaya Dekat Trans Icon, Polda, Kejaksaan",3350000000,179.0,165.0,3,3,1.0,1.0,Unfurnished,1,0,"Ketintang, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-ketintang/rumah-l-179m-ketintang-surabaya-dekat-trans-icon-polda-kejaksaan-hos42178891/,rumah123
Rumah Siap Huni L 102M Perum Bendul Merisi Surabaya Dekat Polda,1000000000,102.0,126.0,2,2,2.0,1.0,Unfurnished,0,0,"Margorejo, Surabaya",-7.3122,112.741096,https://www.rumah123.com/properti/surabaya-margorejo/rumah-siap-huni-l-102m-perum-bendul-merisi-surabaya-dekat-polda-hos42201521/,rumah123
Rumah Second Seperti Baru Jual Murah Kutisari Surabaya Dekat Petra Polda,850000000,50.0,75.0,2,2,2.0,1.0,Unfurnished,0,0,"Kutisari, Surabaya",-7.277097,112.717407,https://www.rumah123.com/properti/surabaya-kutisari/rumah-second-seperti-baru-jual-murah-kutisari-surabaya-dekat-petra-polda-hos42193610/,rumah123
Grand Harvest Cluster Caspia Siap Huni2 Unit Bebas Pilh Surabaya,950000000,60.0,77.0,2,2,2.0,1.0,Unfurnished,1,1,"Kebraon, Surabaya",-7.3305,112.704071,https://www.rumah123.com/properti/surabaya-kebraon/grand-harvest-cluster-caspia-siap-huni2-unit-bebas-pilh-surabaya-hos42395368/,rumah123
Dijual Cepat Rumah di Wisma Mukti Surabaya,1450000000,88.0,84.0,2,1,1.0,1.0,Unfurnished,0,0,"Semolowaru, Surabaya",-7.30105,112.778557,https://www.rumah123.com/properti/surabaya-semolowaru/dijual-cepat-rumah-di-wisma-mukti-surabaya-hos41198275/,rumah123
Dijual Rumah Minimalis 2 Lantai di Babatan Pantai Surabaya,3400000000,153.0,230.0,5,4,1.0,2.0,Unfurnished,0,0,"Babatan, Surabaya",-7.307856,112.682434,https://www.rumah123.com/properti/surabaya-babatan/dijual-rumah-minimalis-2-lantai-di-babatan-pantai-surabaya-hos41126769/,rumah123
Second Siap Huni Dekat Upn,1850000000,153.0,85.0,3,2,,,,0,0,"Rungkut, Surabaya",,,https://www.rumah123.com/properti/surabaya-rungkut/second-siap-huni-dekat-upn-hos16186071/,rumah123
"Rumah Tinggal Merangkap Tempat Usaha , Nol Raya Wonorejo Selatan, Dekat Raya Merr, Stikom",10000000000,800.0,800.0,5,5,2.0,1.0,Unfurnished,0,0,"Wonorejo, Surabaya",-6.2,106.816666,https://www.rumah123.com/properti/surabaya-wonorejo/rumah-tinggal-merangkap-tempat-usaha-nol-raya-wonorejo-selatan-dekat-raya-merr-stikom-hos16092536/,rumah123
"Manyar Indah, gress",1800000000,75.0,120.0,3,3,,,,0,0,"Manyar, Surabaya",,,https://www.rumah123.com/properti/surabaya-manyar/manyar-indah-gress-hos16092704/,rumah123
cepat,1600000000,160.0,230.0,4,2,,,,0,0,"Medokan Ayu, Surabaya",,,https://www.rumah123.com/properti/surabaya-medokan-ayu/cepat-hos14533295/,rumah123
"Murahhhhh....karah Indah, One Gate Sistem, Nyaman Dan Aman",1250000000,72.0,150.0,4,1,,1.0,Unfurnished,1,1,"Ketintang, Surabaya",-7.31682,112.728,https://www.rumah123.com/properti/surabaya-ketintang/murahhhhhkarah-indah-one-gate-sistem-nyaman-dan-aman-hos14131890/,rumah123
new gress Grand Pakuwon,1500000000,72.0,70.0,2,2,,1.0,Unfurnished,1,1,"Margomulyo, Surabaya",-6.2,106.816666,https://www.rumah123.com/properti/surabaya-margomulyo/new-gress-grand-pakuwon-hos12592507/,rumah123
rumah bendul merisi,3250000000,273.0,500.0,7,7,,,,0,0,"Wonocolo, Surabaya",,,https://www.rumah123.com/properti/surabaya-wonocolo/rumah-bendul-merisi-hos12667280/,rumah123
"RUMAH HITUNG TANAH AREA MEDOKAN AYU,  DEKAT UPN",2700000000,300.0,54.0,2,1,,,,0,0,"Rungkut, Surabaya",,,https://www.rumah123.com/properti/surabaya-rungkut/rumah-hitung-tanah-area-medokan-ayu-dekat-upn-hos10459384/,rumah123
RUMAH MURAH KETINTANG KOST UNESA DEKAT GAYUNGSARI SURABAYA,2850000000,324.0,250.0,4,3,1.0,,,0,0,"Ketintang, Surabaya",-7.31682,-7.31682,https://www.rumah123.com/properti/surabaya-ketintang/rumah-murah-ketintang-kost-unesa-dekat-gayungsari-surabaya-hos39400467/,rumah123
Dijual Rumah Furnish Wisata Bukit Mas Surabaya,3000000000,180.0,190.0,4,4,2.0,,Unfurnished,0,0,"Surabaya Kota, Surabaya",-7.2771,-7.2771,https://www.rumah123.com/properti/surabaya-surabaya-kota/dijual-rumah-furnish-wisata-bukit-mas-surabaya-hos42149595/,rumah123
Dijual Rumah Furnish di Citraland Surabaya,2400000000,90.0,140.0,4,4,2.0,,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,-7.309354,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-furnish-di-citraland-surabaya-hos42164810/,rumah123
Dijual Rumah di Diamond Hill Citraland Surabaya,8900000000,368.0,500.0,4,3,2.0,,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,-7.309354,https://www.rumah123.com/properti/surabaya-citraland/dijual-rumah-di-citraland-sir-hos42164914/,rumah123
Northwest Hill Citraland Surabaya,1050000000,60.0,62.0,2,2,2,,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,-7.309354,https://www.rumah123.com/properti/surabaya-citraland/northwest-hill-citraland-surabaya-hos41024191/,rumah123
Rungkut Menanggal Harapan,1200000000,120.0,150.0,3,1,1,,Unfurnished,0,0,"Rungkut, Surabaya",-7.31434,-7.31434,https://www.rumah123.com/properti/surabaya-rungkut/rungkut-menanggal-harapan-hos41250690/,rumah123
Greenlake Citraland Surabaya,2200000000,120.0,143.0,4,4,2,,Unfurnished,0,0,"Citraland, Surabaya",-7.309354,-7.309354,https://www.rumah123.com/properti/surabaya-citraland/greenlake-citraland-surabaya-hos41237845/,rumah123
"Baru Gress! Dijual Rumah 3,5 LT Pakuwon Indah Surabaya Barat",7500000000,180.0,450.0,4,5,4,2.0,Unfurnished,1,1,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/baru-gress-dijual-rumah-35-lt-pakuwon-indah-surabaya-barat-hos41929039/,rumah123
JUAL RUMAH DI INTERNATIONAL VILLAGE 2,4800000000,150.0,250.0,4,4,2,,,0,0,"Citraland, Surabaya",-7.309354,-7.309354,https://www.rumah123.com/properti/surabaya-citraland/jual-rumah-di-international-village-2-hos39851767/,rumah123
Rumah Hitung Tanah Citraland Utama,5000000000,333.0,450.0,6,4,2,2.0,,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/rumah-hitung-tanah-citraland-utama-hos42302529/,rumah123
Siap Huni Palma Citraland,2750000000,187.0,280.0,4,3,2,2.0,,0,0,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/siap-huni-palma-citraland-hos42317369/,rumah123
New Gress Siap Huni,3950000000,150.0,190.0,4,2,2,1.0,Unfurnished,1,1,"Citraland, Surabaya",-7.309354,112.656548,https://www.rumah123.com/properti/surabaya-citraland/new-gress-siap-huni-hos40842835/,rumah123
Rumah Siap Huni Sutorejo,4900000000,300.0,400.0,4,2,2,2.0,,0,0,"Sutorejo, Surabaya",-7.26097,112.789757,https://www.rumah123.com/properti/surabaya-sutorejo/rumah-siap-huni-sutorejo-hos42351489/,rumah123
Siaphuni Darmo Indah,1100000000,90.0,72.0,2,2,1,2.0,,0,0,"Darmo permai, Surabaya",-7.285674,112.70134,https://www.rumah123.com/properti/surabaya-darmo-permai/siaphuni-darmo-indah-hos42292855/,rumah123
JUAL RUMAH PAKUWON INDAH,15500000000,330.0,600.0,5,5,2,2.0,,0,0,"Lakarsantri, Surabaya",-7.30073,-7.30073,https://www.rumah123.com/properti/surabaya-lakarsantri/jual-rumah-pakuwon-indah-hos40672985/,rumah123
JUAL RUMAH PAKUWON INDAH,5250000000,200.0,270.0,3,4,2,,,0,0,"Lakarsantri, Surabaya",-7.30073,-7.30073,https://www.rumah123.com/properti/surabaya-lakarsantri/jual-rumah-pakuwon-indah-hos40672982/,rumah123
JUAL/SEWA RUMAH RAYA DARMO,52000000000,832.0,260.0,4,2,2,,,0,0,"Tegalsari, Surabaya",-7.27355,-7.27355,https://www.rumah123.com/properti/surabaya-tegalsari/jualsewa-rumah-raya-darmo-hos19381211/,rumah123
Baru Renov Siap Huni,5800000000,240.0,400.0,5,3,2,1.0,,0,0,"Dharma Husada, Surabaya",-7.26661,112.768181,https://www.rumah123.com/properti/surabaya-dharma-husada/baru-renov-siap-huni-hos42351460/,rumah123
"Rumah Minimalis, Siap Huni dengan Lokasi Strategis Pakuwon Indah",6700000000,252.0,245.0,4,4,2,2.0,,0,0,"Pakuwon Indah, Surabaya",-7.28921,112.674469,https://www.rumah123.com/properti/surabaya-pakuwon-indah/pakuwon-indah-hos41576852/,rumah123
Rumah Komersial Surabaya Barat,10500000000,600.0,870.0,8,4,2,4.0,,0,0,"Surabaya Kota, Surabaya",-7.2771,112.717407,https://www.rumah123.com/properti/surabaya-surabaya-kota/rumah-komersial-surabaya-barat-hos42351433/,rumah123
Jual Rumah Pakuwon Indah,17000000000,375.0,585.0,5,5,2,2.0,,0,1,"Lakarsantri, Surabaya",-7.30073,-7.30073,https://www.rumah123.com/properti/surabaya-lakarsantri/jual-rumah-pakuwon-indah-hos40672987/,rumah123
Murah Rumah Grand Pakuwon,1550000000,72.0,101.0,3,3,2,2.0,,0,0,"Pakuwon, Surabaya",-7.289141,112.67572,https://www.rumah123.com/properti/surabaya-pakuwon/murah-rumah-grand-pakuwon-hos42372467/,rumah123
Jual Rumah Royal Residence,3950000000,180.0,255.0,4,3,2,2.0,,0,0,"Wiyung, Surabaya",-7.31097,-7.31097,https://www.rumah123.com/properti/surabaya-wiyung/jual-rumah-royal-residence-hos40672980/,rumah123
JUAL RUMAH PAKUWON INDAH,17000000000,375.0,585.0,5,5,2,2.0,,0,1,"Lakarsantri, Surabaya",-7.30073,-7.30073,https://www.rumah123.com/properti/surabaya-lakarsantri/jual-rumah-pakuwon-indah-hos40672988/,rumah123
JUAL RUMAH PAKUWON INDAH,15000000000,313.0,550.0,5.0,5,2.0,2.0,,0,1,"Lakarsantri, Surabaya",-7.30073,-7.30073,https://www.rumah123.com/properti/surabaya-lakarsantri/jual-rumah-pakuwon-indah-hos40672991/,rumah123
JUAL RUMAH ROYAL RESIDENCE,3200000000,144.0,180.0,3.0,3,2.0,3.0,,0,0,"Wiyung, Surabaya",-7.31097,-7.31097,https://www.rumah123.com/properti/surabaya-wiyung/jual-rumah-royal-residence-hos40672978/,rumah123
Rumah Minimalis di Pakuwon indah surabaya,10900000000,250.0,351.0,4.0,4,2.0,2.0,Unfurnished,1,1,"Pakuwon Indah, Surabaya",-7.28921,112.67447,https://www.rumah123.com/properti/surabaya-pakuwon-indah/rumah-minimalis-di-pakuwon-indah-surabaya-hos13542179/,rumah123
Jual Rumah Villa Bukit Regency,7250000000,275.0,400.0,4.0,4,,,,0,0,"Pakuwon Indah, Surabaya",-7.28921,-7.28921,https://www.rumah123.com/properti/surabaya-pakuwon-indah/jual-rumah-villa-bukit-regency-hos19369870/,rumah123
JUAL RUMAH MANYAR TIRTOASRI,2150000000,77.0,145.0,3.0,3,2.0,,,0,0,"Sukolilo, Surabaya",-7.28813,-7.28813,https://www.rumah123.com/properti/surabaya-sukolilo/jual-rumah-manyar-tirtoasri-hos39955534/,rumah123
Rumah Termurah di Araya Galaxy Bumi Permai Surabaya Timur,2500000000,176.0,250.0,3.0,2,2.0,2.0,Unfurnished,1,0,"Galaxy, Surabaya",-7.28917,112.734,https://www.rumah123.com/properti/surabaya-galaxy/rumah-termurah-di-araya-galaxy-bumi-permai-surabaya-timur-hos42386586/,rumah123
