judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,kecamatan,jarak_ke_pusat_kota,rasio_bangunan_tanah,luas_bangunan_per_lantai,sumber_data
"Rumah Harga Bawah Pasar Di Pantai Mentari, Kenjeran",2400000000,153.0,153.0,4.0,3.0,1.0,,Semi Furnished,Kenjeran,4.48,1.0,153.0,rumah123
"Rumah Siap Huni 2 Lantai di Pantai Mentari, Kenjeran",2350000000,153.0,194.0,4.0,3.0,2.0,2.0,Semi Furnished,Kenjeran,4.98,1.2679738562091503,97.0,rumah123
Rumah Babatan Pantai Utara Semi Klasik Minimalis Baru Gress,2850000000,150.0,210.0,4.0,4.0,2.0,2.0,Unfurnished,Kenjeran,3.9,1.4,105.0,rumah123
"Rumah 3 Lantai di Pantai Mentari Kenjeran Murah, Butuh Renov",1450000000,102.0,180.0,7.0,4.0,3.0,1.0,Unfurnished,Kenjeran,5.05,1.7647058823529411,60.0,rumah123
Rumah Semi Klasik Babatan Pantai Utara Minimalis Baru Gress,2850000000,150.0,210.0,4.0,4.0,2.0,1.0,Unfurnished,Kenjeran,4.39,1.4,105.0,rumah123
Dijual Rumah Baru Modern Lokasi Rungkut Mapan Tengah Surabaya*,5000000000,236.0,400.0,6.0,5.0,2.0,2.0,Unfurnished,Kenjeran,4.05,1.694915254237288,200.0,rumah123
Rumah 2 Lantai Baru SHM di Pantai Mentari Cluster Hampton,5000000000,236.0,400.0,4.0,2.0,2.0,,Semi Furnished,Kenjeran,4.48,1.694915254237288,200.0,rumah123
Rumah Komersial Harga Hitung Tanah Raya Kenjeran,9000000000,600.0,425.0,6.0,3.0,1.0,2.0,Unfurnished,Kenjeran,4.37,0.7083333333333334,425.0,rumah123
Lebak Indah Town house murah baru renov,1500000000,100.0,120.0,4.0,2.0,,,Unfurnished,Kenjeran,4.32,1.2,,rumah123
Dijual Rumah Baru Minimalis 2 Lantai Surabaya Timur,3450000000,153.0,230.0,4.0,3.0,2.0,1.0,Unfurnished,Kenjeran,4.32,1.5032679738562091,115.0,rumah123
Rumah Murah Lebak Dekat Kenjeran Pakuwon Citu Surabaya Timur,850000000,107.0,107.0,2.0,2.0,1.0,1.0,Unfurnished,Kenjeran,4.48,1.0,107.0,rumah123
Bw39 Dijual Rumah Bagus Siap Huni Nyaman Strategis SHM di Pantai Mentari,1750000000,102.0,125.0,3.0,2.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.2254901960784315,62.5,rumah123
Dijual Rumah Pantai Mentari Surabaya Timur,1020000000,50.0,55.0,2.0,1.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.1,27.5,rumah123
Rumah Baru Gress Minimalis Pantai Mentari,1850000000,90.0,135.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5,67.5,rumah123
Rumah Pantai Mentari Minimalis Siap Huni,2200000000,102.0,156.0,3.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5294117647058822,78.0,rumah123
"Rumah Dinoyo Area Komersial Strategis, Cocok untuk Bisnis",62500000000,2500.0,800.0,8.0,4.0,1.0,,Unfurnished,Tegalsari,2.68,0.32,800.0,rumah123
Dijual Rumah Jalan Raya Trunojoyo Bebas Banjir,7000000000,260.0,220.0,3.0,2.0,1.0,,Unfurnished,Tegalsari,2.41,0.8461538461538461,220.0,rumah123
Sam ratulangi pusat kota surabaya,11500000000,556.0,480.0,4.0,2.0,1.0,1.0,Unfurnished,Tegalsari,2.41,0.8633093525179856,480.0,rumah123
"Ric.a075 Jual Rumah Area Pantai Mentari Kenjeran, Extra PLN untuk Mobil Listrik",2300000000,90.0,90.0,3.0,2.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.0,45.0,rumah123
Dijual Rumah Pantai Mentari Surabaya,1850000000,90.0,135.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5,67.5,rumah123
"Dijual Rumah Pantai Mentari, Harga 1 Lantai Dapat 2 Lantai",1500000000,108.0,150.0,3.0,2.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.3888888888888888,75.0,rumah123
"Hitung Tanah Rumah Pantai Mentari Dekat Grand Kenjeran, Pakuwon City",1500000000,153.0,100.0,3.0,2.0,1.0,,Unfurnished,Kenjeran,4.32,0.6535947712418301,100.0,rumah123
[ Dijual ] Rumah American Classic Baru Pantai Mentari,1850000000,90.0,135.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,5.13,1.5,67.5,rumah123
"Dijual Rumah Lebak Timur Surabaya 1,5 Lantai Dekat Gading Pantai - Merr",1100000000,100.0,110.0,3.0,2.0,1.0,1.0,Semi Furnished,Kenjeran,4.48,1.1,110.0,rumah123
Dijual Rumah / Ruko Jalan Kenjeran Nol Jalan (Hl),9500000000,300.0,500.0,5.0,3.0,3.0,4.0,Unfurnished,Kenjeran,4.48,1.6666666666666667,166.66666666666666,rumah123
Dijual Rumah / Ruko Jalan Kenjeran Nol Jalan (Hl),9500000000,300.0,500.0,5.0,3.0,3.0,4.0,Unfurnished,Kenjeran,4.48,1.6666666666666667,166.66666666666666,rumah123
Rumah Babatan Pantai Utara Strategis Siap Huni,2500000000,100.0,215.0,5.0,4.0,3.0,,Unfurnished,Kenjeran,4.48,2.15,71.66666666666667,rumah123
Rumah SHM di Lebak Jaya Utara Surabaya,1350000000,105.0,105.0,3.0,2.0,2.0,,Unfurnished,Kenjeran,4.48,1.0,52.5,rumah123
Dijual Rumah Strategis di Jalan Raya Kenjeran Surabaya,32000000000,663.0,663.0,5.0,4.0,1.0,,Unfurnished,Kenjeran,4.48,1.0,663.0,rumah123
Dijual Rumah di Nol Jl Raya Kenjeran Surabaya,9500000000,300.0,500.0,5.0,3.0,1.0,,Unfurnished,Kenjeran,4.48,1.6666666666666667,500.0,rumah123
Murah !! Rumah Hitung Tanah di Rangkah Rejo Cm 4Jt An/M,1000000000,223.0,400.0,6.0,3.0,1.0,,Unfurnished,Kenjeran,1.96,1.7937219730941705,400.0,rumah123
"Rumah Hitung Tanah Ploso Baru Dkt Kalijudan, Kenjeran",1200000000,210.0,147.0,2.0,2.0,1.0,,Unfurnished,Kenjeran,4.32,0.7,147.0,rumah123
Lebak Dkt Kenjeran Babatan Pantai Gading Pantai,1250000000,45.0,70.0,3.0,2.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5555555555555556,35.0,rumah123
Pantai Mentari Dkt Lebak Babatan Kenjeran,1850000000,90.0,135.0,5.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5,67.5,rumah123
"Rumah, SHM, di Kenjeran,",425000000,24.0,50.0,2.0,2.0,2.0,,Unfurnished,Kenjeran,4.48,2.0833333333333335,25.0,rumah123
Rumah Pantai Mentari Kenjeran Surabay Timur Murah. Ric.a228,1600000000,90.0,120.0,3.0,2.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.3333333333333333,60.0,rumah123
"Murah! 10Jt/Meter, Cocok untuk Investor, 2 Menit ke Raya Kenjeran",2000000000,200.0,200.0,2.0,1.0,1.0,,Unfurnished,Kenjeran,4.48,1.0,200.0,rumah123
Dijual Rumah Cantik Minimalis Siap Huni Grand Kenjeran,2750000000,96.0,150.0,2.0,3.0,2.0,2.0,Semi Furnished,Kenjeran,4.48,1.5625,75.0,rumah123
Jual Rumah Klasik Mediterania Area Diponegoro Kantor Klinik Kafe Surabaya Puaat,20000000000,513.0,500.0,5.0,5.0,2.0,2.0,Semi Furnished,Tegalsari,2.41,0.9746588693957114,250.0,rumah123
Rumah di Jl Kapuas Surabaya Masih Bagus Akses Strategis,32000000000,685.0,250.0,5.0,2.0,1.0,,Unfurnished,Tegalsari,2.41,0.36496350364963503,250.0,rumah123
"Dijual 504 M2 Rumah Surabaya Pusat Kota - Jl. Comal - Keputran - Tegalsari Dekat Raya Darmo, Jl. Dinoyo, Jl.kapuas - Surat HGB",13260000000,501.0,305.0,3.0,2.0,1.0,2.0,Unfurnished,Tegalsari,2.41,0.6087824351297405,305.0,rumah123
"Dijual 362 M2 Rumah Jl. Untung Suropati - Dr.sutomo - Surabaya Pusat Dekat Cafe , Resto, Kantor, Bakery",8310000000,362.0,226.0,3.0,2.0,1.0,2.0,Unfurnished,Tegalsari,2.41,0.6243093922651933,226.0,rumah123
Dijual Rumah Dijalan Kedungsari Surabaya,6000000000,149.0,149.0,3.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,1.0,149.0,rumah123
"Murah Rumah Tengah Kota di Jl. R.a. Kartini, Surabaya.",11500000000,393.0,300.0,3.0,2.0,1.0,,Semi Furnished,Tegalsari,2.41,0.7633587786259542,300.0,rumah123
Dijual Rumah Dijalan Pandegiling Surabaya,900000000,45.0,45.0,2.0,2.0,1.0,,Unfurnished,Tegalsari,3.0,1.0,45.0,rumah123
Dijual Rumah Dijalan Kedondong Surabaya,5000000000,188.0,208.0,3.0,2.0,1.0,,Unfurnished,Tegalsari,2.22,1.1063829787234043,208.0,rumah123
Dijual Cepat Rumah di Jl Teuku Umar Surabaya Pusat,5500000000,196.0,300.0,4.0,2.0,2.0,,Unfurnished,Tegalsari,2.41,1.530612244897959,150.0,rumah123
Dijual Rumah di Jalan Trunojoyo Surabaya Pusat,9100000000,260.0,160.0,2.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,0.6153846153846154,160.0,rumah123
Dijual Rumah Usaha Strategis di Jl Raya Diponegoro Surabaya,55000000000,1410.0,510.0,3.0,5.0,2.0,,Unfurnished,Tegalsari,2.41,0.3617021276595745,255.0,rumah123
"Rumah Baru 2 Unit Jejer Regency One Wonorejo, Surabaya",2000000000,153.0,300.0,3.0,2.0,2.0,,Semi Furnished,Tegalsari,2.2,1.9607843137254901,150.0,rumah123
Dijual Rumah Mewah Jalan Trunojoyo Surabaya Pusat,19000000000,554.0,954.0,15.0,4.0,3.0,3.0,Unfurnished,Tegalsari,2.41,1.7220216606498195,318.0,rumah123
Area Komersial Rumah Raya Kedungsari Pusat Kota 2 Lantai,7000000000,399.0,500.0,5.0,2.0,2.0,2.0,Unfurnished,Tegalsari,2.41,1.2531328320802004,250.0,rumah123
Rumah Surabaya Pusat Tengah Wr Supratman Diponegoro Dr Sutomo,33000000000,994.0,1500.0,5.0,4.0,2.0,10.0,Unfurnished,Tegalsari,2.41,1.5090543259557343,750.0,rumah123
"Rumah Dua Lantai Semi Furnished di Jalan Grudo, Tegalsari",1900000000,105.0,105.0,4.0,1.0,2.0,1.0,Semi Furnished,Tegalsari,4.05,1.0,52.5,rumah123
"Rumah Hitung Tanah Saja di Wonorejo - Tegalsari, Surabaya Pusat",2350000000,240.0,200.0,3.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,0.8333333333333334,200.0,rumah123
Rumah Baru 1 Lantai Lebak Kenjeran Siap Huni,2250000000,187.0,138.0,3.0,2.0,1.0,2.0,Unfurnished,Kenjeran,4.48,0.7379679144385026,138.0,rumah123
Rumah Daerah Kenjeran Jalan Pogot,650000000,67.0,67.0,3.0,1.0,1.0,1.0,Unfurnished,Kenjeran,4.48,1.0,67.0,rumah123
Jual Rumah Modern Babatan Pantai Surabaya Timur Siap Huni Tinggal Bawa Koper,3450000000,153.0,230.0,5.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5032679738562091,115.0,rumah123
Rumah Baru Pantai Mentari 2 Lantai Under 2 M,1850000000,90.0,135.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5,67.5,rumah123
Rumah Minimalis Baru Babatan Pantai Dekat Manyar dan Pakuwon City,2850000000,150.0,210.0,4.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.4,105.0,rumah123
Rumah Mewah American Clasic Design Dekat Grand Kenjeran di Perum Babatan Pantai Utara,2850000000,150.0,210.0,5.0,5.0,2.0,,Unfurnished,Kenjeran,4.48,1.4,105.0,rumah123
Rumah Taman Gading Pantai Kenjeran Hitung Tanah,2750000000,345.0,100.0,,,1.0,,Unfurnished,Kenjeran,4.48,0.2898550724637681,100.0,rumah123
Rumah Khalilom Minimalis Siap Huni,600000000,50.0,125.0,4.0,2.0,2.0,,Unfurnished,Kenjeran,4.48,2.5,62.5,rumah123
Dijual Rumah Baru di Lebak Arum,1700000000,125.0,140.0,3.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.12,70.0,rumah123
Dijual Rumah di Ploso Timur,1500000000,102.0,160.0,3.0,3.0,1.0,1.0,Unfurnished,Kenjeran,4.48,1.5686274509803921,160.0,rumah123
Dijual Rumah 2 Lantai di Pantai Mentari,2700000000,180.0,360.0,4.0,4.0,2.0,1.0,Unfurnished,Kenjeran,4.48,2.0,180.0,rumah123
Rumah Pantai Mentari Semifurnish One Gate System Lebar 7 Harga 1.5M Nego,1500000000,119.0,125.0,2.0,1.0,1.0,1.0,Unfurnished,Kenjeran,4.48,1.050420168067227,125.0,rumah123
Dijual Rumah 2 Lantai Minimalis di Kenjeran Surabaya Timur bisa Nego,1850000000,120.0,200.0,4.0,3.0,2.0,,Unfurnished,Kenjeran,5.22,1.6666666666666667,100.0,rumah123
New 100% Rumah Minimalis Berkualitas di Pantai Mentari,1700000000,90.0,130.0,4.0,3.0,2.0,,Unfurnished,Kenjeran,4.48,1.4444444444444444,65.0,rumah123
"Gading Pantai New Scandinavian Dkt Kenjeran, Babatan, Lebak",1800000000,90.0,120.0,3.0,3.0,2.0,,Unfurnished,Kenjeran,4.32,1.3333333333333333,60.0,rumah123
"Sisa 1 Unit 2 Lantai Dekat Raya Kedung Cowek, Suramadu, Kenjeran.",996000000,65.0,61.0,2.0,2.0,2.0,1.0,Unfurnished,Kenjeran,4.48,0.9384615384615385,30.5,rumah123
Selangkah Dari Raya Kenjeran Gress Termurah  Di Gading Pantai,1800000000,90.0,120.0,3.0,3.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.3333333333333333,60.0,rumah123
Dijual Rumah Baru Gress Babatan Pantai Surabaya Timur,3450000000,153.0,230.0,5.0,4.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5032679738562091,115.0,rumah123
Dijual Rumah Karang Empat Timur,1800000000,170.0,240.0,3.0,4.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.411764705882353,120.0,rumah123
"RUMAH 2UNIT HITUNG TANAH SAJA DI WONOREJO - TEGALSARI, SURABAYA PUSAT",2950000000,394.0,368.0,6.0,2.0,1.0,,Unfurnished,Tegalsari,2.2,0.934010152284264,368.0,rumah123
"RUMAH HITUNG TANAH SAJA DI WONOREJO - TEGALSARI, SURABAYA PUSAT",3500000000,394.0,368.0,6.0,2.0,,,Unfurnished,Tegalsari,2.2,0.934010152284264,,rumah123
"RUMAH HITUNG TANAH DI WONOREJO TEGALSARI, SURABAYA PUSAT",1000000000,128.0,128.0,3.0,1.0,,,Unfurnished,Tegalsari,2.2,1.0,,rumah123
"Rumah Surabaya Pusat, Daerah Elite Tengah Kota",8000000000,289.0,164.0,4.0,2.0,2.0,,Unfurnished,Tegalsari,2.2,0.5674740484429066,82.0,rumah123
"Rumah Murah di Pusat Kota Jl Kedondong, Dekat Mall Tp",1150000000,103.0,180.0,2.0,2.0,2.0,,Unfurnished,Tegalsari,2.41,1.7475728155339805,90.0,rumah123
Dijual Rumah Jln Musi Surabaya Pusat,20000000000,513.0,500.0,5.0,5.0,1.0,,Unfurnished,Tegalsari,2.41,0.9746588693957114,500.0,rumah123
Rumah Usaha Dijual di Tengah Kota Jalan Pandegiling,12000000000,512.0,444.0,5.0,3.0,1.0,,Unfurnished,Tegalsari,4.05,0.8671875,444.0,rumah123
Rumah Premium Darmo Surabaya Dijual - Cocok Hunian atau Usaha,8500000000,505.0,340.0,4.0,3.0,1.0,,Unfurnished,Tegalsari,3.71,0.6732673267326733,340.0,rumah123
Rumah Mewah Pusat Kota Trunojoyo Surabaya Area Elite,29900000000,929.0,576.0,6.0,6.0,1.0,3.0,Unfurnished,Tegalsari,2.41,0.620021528525296,576.0,rumah123
Rent Or Sale! Rumah Raya Darmo Surabaya Pusat - Parkiran Luas,52000000000,800.0,300.0,3.0,2.0,1.0,,Unfurnished,Tegalsari,2.41,0.375,300.0,rumah123
DIJUAL RUMAH WONOREJO * KAMPUNG MALANG),2600000000,407.0,305.0,4.0,3.0,2.0,1.0,Unfurnished,Tegalsari,2.41,0.7493857493857494,152.5,rumah123
Rumah Tempel Sukorejo Cepat Murah Surabaya Pusat,2500000000,240.0,200.0,4.0,3.0,2.0,1.0,Unfurnished,Tegalsari,2.2,0.8333333333333334,100.0,rumah123
Jual Rumah Strategis di Tengah Pusat Kota Surabaya Tegalsari,2500000000,240.0,300.0,5.0,3.0,2.0,,Unfurnished,Tegalsari,2.41,1.25,150.0,rumah123
Rumah di Jalan Kapuas,30000000000,685.0,252.0,5.0,2.0,2.0,,Unfurnished,Tegalsari,2.41,0.3678832116788321,126.0,rumah123
Bangunan dan Tanah di Jl Raya Kedungsari Surabaya,16000000000,961.0,750.0,5.0,3.0,1.0,1.0,Unfurnished,Tegalsari,2.41,0.7804370447450573,750.0,rumah123
Edisi Rumah Pusat Kota Cocok Buat Kost² An,13000000000,434.0,524.0,14.0,6.0,3.0,,Unfurnished,Tegalsari,2.12,1.207373271889401,174.66666666666666,rumah123
Edisi Rumah Pusat Kota Cocok Buat Kost² An,13000000000,434.0,524.0,14.0,6.0,3.0,,Unfurnished,Tegalsari,2.12,1.207373271889401,174.66666666666666,rumah123
"Jalan Raya Wr.supratman Surabaya, Hook Langka, SHM.",12000000000,489.0,400.0,3.0,3.0,1.0,6.0,Unfurnished,Tegalsari,2.41,0.8179959100204499,400.0,rumah123
Pantai Mentari,1850000000,90.0,135.0,4.0,3.0,2.0,,Unfurnished,Kenjeran,4.32,1.5,67.5,rumah123
Rumah siap huni sangat terawat Pantai Mentari lokasi terdepan,3750000000,180.0,225.0,3.0,3.0,2.0,2.0,Semi Furnished,Kenjeran,4.48,1.25,112.5,rumah123
Rumah New Minimalis di Babatan Pantai Barat dekat Sutorejo,2750000000,144.0,270.0,40.0,4.0,2.0,,Unfurnished,Kenjeran,4.48,1.875,135.0,rumah123
"Rumah Mewah Siap Huni di Astoria Park, Kenjeran",3290000000,180.0,218.0,4.0,3.0,2.0,,Unfurnished,Kenjeran,4.48,1.211111111111111,109.0,rumah123
"Rumah Mewah, Second Road di Babatan Pantai Cocok Untuk Kantor, Bimbel, Klinik Dll",3800000000,210.0,300.0,,4.0,2.0,,Unfurnished,Kenjeran,4.48,1.4285714285714286,150.0,rumah123
Jual Rumah Pacifik Regency Pantai Mentari,3600000000,250.0,300.0,4.0,3.0,1.0,1.0,Furnished,Kenjeran,4.48,1.2,300.0,rumah123
Dijual Cepat Rumah di Setro Baru,850000000,88.0,176.0,3.0,2.0,2.0,1.0,Unfurnished,Kenjeran,4.48,2.0,88.0,rumah123
A5540 Pantai Mentari Rumah Modern 2 Lantai Surabaya Timur,1850000000,90.0,135.0,4.0,3.0,2.0,2.0,Unfurnished,Kenjeran,4.48,1.5,67.5,rumah123
Dijual Rumah Baru 2 Lantai di Pantai Mentari Surabaya,1850000000,90.0,135.0,4.0,3.0,2.0,,Unfurnished,Kenjeran,4.48,1.5,67.5,rumah123
Murah Butuh Cepat Dibawah 1M Lebak Kenjeran,800000000,72.0,72.0,2.0,1.0,1.0,1.0,Unfurnished,Kenjeran,4.48,1.0,72.0,rumah123
Dijual Rumah di Pantai Mentari Pasific Regency Surabaya,2200000000,102.0,156.0,3.0,3.0,2.0,,Unfurnished,Kenjeran,4.48,1.5294117647058822,78.0,rumah123
Dijual Rumah 1 Lantai Siap Huni di Lebak Arum,2250000000,187.0,138.0,3.0,2.0,1.0,2.0,Unfurnished,Kenjeran,4.48,0.7379679144385026,138.0,rumah123
Dijual Rumah Dijalan Kapas Gading Madya Surabaya,750000000,50.0,50.0,2.0,1.0,1.0,,Unfurnished,Kenjeran,3.06,1.0,50.0,rumah123
Rumah Lebak Timur Siap Huni Baru Renov,950000000,100.0,100.0,3.0,2.0,1.0,1.0,Semi Furnished,Kenjeran,4.48,1.0,100.0,rumah123
"Astoria Park Kenjeran Dkt Mulyosari, Sutorejo, Pakuwon City",4300000000,200.0,250.0,4.0,3.0,2.0,,Semi Furnished,Kenjeran,4.32,1.25,125.0,rumah123
Siap Huni Rumah Babatan Pantai Surabaya Dekat Raya Kenjeran,1300000000,96.0,56.0,3.0,2.0,1.0,,Semi Furnished,Kenjeran,4.05,0.5833333333333334,56.0,rumah123
Rumah di Bronggalan Surabaya Murah Strategis Butuh Di Renovasi,950000000,108.0,86.0,3.0,1.0,1.0,1.0,Unfurnished,Kenjeran,1.41,0.7962962962962963,86.0,rumah123
Lebak Permai Dijual Gercep,800000000,108.0,108.0,2.0,2.0,1.0,1.0,Unfurnished,Kenjeran,4.05,1.0,108.0,rumah123
Harga Murahh!! Dijual Rumah Hitung Tanah Lebo Agung,2200000000,450.0,430.0,8.0,5.0,1.0,1.0,Unfurnished,Kenjeran,4.48,0.9555555555555556,430.0,rumah123
DIJUAL RUMAH KENJERAN INDAH dekat MERR,2900000000,153.0,240.0,4.0,3.0,2.0,2.0,Semi Furnished,Kenjeran,4.48,1.5686274509803921,120.0,rumah123
Rumah Raya Pandegiling 13 Kamar Strategis,11000000000,482.0,482.0,13.0,,2.0,,Unfurnished,Tegalsari,2.41,1.0,241.0,rumah123
Rumah Pusat Kota Jalan Comal Keputran Tegalsari Surabaya,15000000000,388.0,300.0,,,1.0,,Unfurnished,Tegalsari,2.41,0.7731958762886598,300.0,rumah123
Rumah Jl. Blambangan Lokasi Startegis Tengah Kota,9000000000,420.0,300.0,6.0,2.0,2.0,2.0,Unfurnished,Tegalsari,2.41,0.7142857142857143,150.0,rumah123
"Dijual Rumah SHM Jalan Blambangan, Surabaya Pusat",11000000000,420.0,250.0,4.0,3.0,1.0,,Unfurnished,Tegalsari,2.41,0.5952380952380952,250.0,rumah123
Dijual Rumah 2 Lantai di Jalan Ronggolawe Surabaya Pusat,22000000000,625.0,638.0,9.0,5.0,2.0,,Unfurnished,Tegalsari,2.41,1.0208,319.0,rumah123
Jual Komersial Surabaya Kartini Darmo Diponegoro Dr Sutomo Kpr,23000000000,942.0,700.0,7.0,7.0,1.0,6.0,Unfurnished,Tegalsari,2.41,0.7430997876857749,700.0,rumah123
Dijual 486 M2 Rumah Surabaya Pusat Di Jalan W R Supratman - Dr. Soetomo - Tegalsari - Hook - Shm Cocok Buat Segala Usaha,12000000000,486.0,165.0,3.0,2.0,1.0,2.0,Unfurnished,Tegalsari,2.41,0.3395061728395062,165.0,rumah123
Rumah Mewah 2.5 Lt Di Pusat Kota Surabaya,17000000000,580.0,750.0,6.0,5.0,2.0,4.0,Furnished,Tegalsari,2.41,1.293103448275862,375.0,rumah123
"Dijual Rumah Tengah Kota di Jl. M.h Thamrin, Surabaya",13600000000,388.0,296.0,4.0,3.0,1.0,6.0,Unfurnished,Tegalsari,2.41,0.7628865979381443,296.0,rumah123
Dijual Rumah Pusat Kota di Jl Blambangan Surabaya,11000000000,420.0,250.0,3.0,2.0,1.0,,Unfurnished,Tegalsari,2.41,0.5952380952380952,250.0,rumah123
"Dijual Rumah Tengah Kota di Wr Supratman, Surabaya (VN)",15000000000,486.0,200.0,2.0,2.0,1.0,2.0,Furnished,Tegalsari,2.41,0.411522633744856,200.0,rumah123
Rumah Pusat Kota Surabaya di Jl Ir Anwari Dekat Kartini Dan Wr. Supratman,10000000000,353.0,450.0,4.0,3.0,2.0,2.0,Unfurnished,Tegalsari,2.41,1.274787535410765,225.0,rumah123
Dijual Cepat Rumah Mewah Jl Cempaka Surabaya Jawa Timur,35000000000,1080.0,1000.0,6.0,5.0,2.0,5.0,Unfurnished,Tegalsari,2.41,0.9259259259259259,500.0,rumah123
Dijual Rumah di Jl Kedung Rukem Surabaya Pusat,1300000000,90.0,90.0,3.0,1.0,1.0,,Unfurnished,Tegalsari,2.41,1.0,90.0,rumah123
Rumah Jalan Comal Raya Darmo,15000000000,372.0,322.0,3.0,2.0,2.0,,Semi Furnished,Tegalsari,2.2,0.8655913978494624,161.0,rumah123
"RUMAH MEWAH IMAM BONJOL PUSAT KOTA SURABAYA LEBAR 15 METER ROW JALAN 5 MOBIL DENGAN 6KAMAR TIDUR DEKAT RAYA DARMO, DIPONEGORO, KARTINI",27999000000,730.0,730.0,6.0,5.0,2.0,2.0,Unfurnished,Tegalsari,2.2,1.0,365.0,rumah123
Rumah Commercial Area untuk Usaha Pusat Kota,16000000000,708.0,708.0,20.0,3.0,2.0,,Unfurnished,Tegalsari,2.2,1.0,354.0,rumah123
Rumah 3 LT di Tumapel Surabaya Pusat,4500000000,98.0,225.0,2.0,3.0,3.0,,Unfurnished,Tegalsari,2.2,2.295918367346939,75.0,rumah123
Dijual Murah Banget Rumah di Jalan Imam Bonjol Surabaya,11000000000,418.0,716.0,4.0,4.0,2.0,2.0,Unfurnished,Tegalsari,2.41,1.7129186602870814,358.0,rumah123
DIJUAL RUMAH HOOK LOKASI KENJERAN INDAH,1800000000,128.0,150.0,3.0,2.0,1.0,1.0,Unfurnished,Kenjeran,4.48,1.171875,150.0,rumah123
"Rumah Minimalis Bagus Terawat, Bangunan baru 3 tahun, Lokasi Lebak Dekat ke Raya Kenjeran",2250000000,100.0,130.0,3.0,2.0,1.0,,Unfurnished,Kenjeran,4.32,1.3,130.0,rumah123
Rumah Gading Pantai Kenjeran Model Scandinavian. Turun Harga.,1800000000,90.0,120.0,3.0,3.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.3333333333333333,60.0,rumah123
Dijual Rumah Pantai Mentari Full Furnish 2 Lantai Siap Huni,3600000000,250.0,300.0,4.0,3.0,2.0,,Unfurnished,Kenjeran,4.48,1.2,150.0,rumah123
JUAL CEPAT RUMAH 2.5 LANTAI SIAP HUNI LOKASI PERUMAHAN PANTAI MENTARI SURABAYA,1350000000,72.0,72.0,2.0,1.0,3.0,,Unfurnished,Kenjeran,4.32,1.0,24.0,rumah123
"Rumah Lebak Indah Regency dekat ke jalan Kenjeran, MERR, RS & Kampus C, Pakuwon City Mall, Galaxy Mall",1500000000,109.0,151.0,3.0,3.0,1.0,,Unfurnished,Kenjeran,4.32,1.385321100917431,151.0,rumah123
Rumah Lebak Indah Surabaya Murah ( Vin.a153 ),3000000000,200.0,200.0,4.0,3.0,2.0,,Unfurnished,Kenjeran,4.48,1.0,100.0,rumah123
Dijual Rumah Pantai Mentari Terawat Siap Huni 2 Dekat Kenjeran,3750000000,250.0,222.0,6.0,4.0,2.0,1.0,Unfurnished,Kenjeran,4.48,0.888,111.0,rumah123
Dijual Rumah Karang Asem Terawat Dan Bagus,1250000000,100.0,100.0,6.0,4.0,2.0,1.0,Unfurnished,Kenjeran,4.48,1.0,50.0,rumah123
"Rumah Gading Indah Regency Dekat Mulyorejo, Kenjeran, Kapasan",1500000000,78.0,195.0,3.0,2.0,2.0,,Unfurnished,Kenjeran,4.48,2.5,97.5,rumah123
"Rumah Lebo Agung Daerah Kenjeran, Bangunan Ok Terawat",1500000000,165.0,165.0,3.0,1.0,1.0,,Unfurnished,Kenjeran,4.48,1.0,165.0,rumah123
Pantai Mentari dekat Kenjeran Babatan Pantai,2200000000,102.0,156.0,3.0,3.0,1.0,,Unfurnished,Kenjeran,4.32,1.5294117647058822,156.0,rumah123
Minimalis 2 lantai Pantai Mentari Kenjeran,2200000000,102.0,156.0,3.0,3.0,1.0,,Unfurnished,Kenjeran,4.32,1.5294117647058822,156.0,rumah123
Lebak Dekat Babatan Pantai Kenjeran Gading Pantai,1800000000,127.0,140.0,3.0,3.0,1.0,,Unfurnished,Kenjeran,4.32,1.1023622047244095,140.0,rumah123
