judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,latitude,longitude,sumber_data
Dijual Rumah di Galaxy Bumi Permai Araya 1 Surabaya,4900000000,240.0,300.0,4.0,3.0,1.0,1.0,Unfurnished,-7.28813,112.802902,rumah123
Dijual Rumah Baru di Regency 21 .Dekat Merr .Araya dan Its Surabaya,4850000000,212.0,330.0,5.0,5.0,1.0,1.0,Unfurnished,-7.28813,112.802902,rumah123
"Rumah Araya 1 Galaxy Bumi Permai, Full Furnished",4650000000,189.0,300.0,4.0,3.0,2.0,,Furnished,,,rumah123
Rumah Manyar Kertoarjo Sukolilo Surabaya Timur Murah. Ron.a941,11200000000,510.0,880.0,5.0,5.0,2.0,2.0,Semi Furnished,-7.28813,112.802902,rumah123
"Jual Rumah Minimalis di Klampis, Dekat Manyar dan Kampus Its. Bangunan Istimewa, Semi Furnishe, Tata Ruang Bagus [Arg]",3200000000,135.0,180.0,4.0,4.0,2.0,1.0,Semi Furnished,-7.28813,112.802902,rumah123
Rumah Semampir Barat Surabya Murah. Ron.a466,1500000000,126.0,100.0,4.0,1.0,2.0,1.0,Semi Furnished,-7.28917,112.734,rumah123
Rumah Mewah 2 Lantai di Araya Galaxy Bumi Permai Surabaya,2650000000,85.0,169.0,4.0,3.0,2.0,2.0,Unfurnished,-7.28917,112.734,rumah123
Rumah Cantik dan Mewah Full Marmer di Regency 21 Surabaya Dekat Raya Merr,15000000000,425.0,420.0,4.0,5.0,2.0,2.0,Unfurnished,-7.28813,112.802902,rumah123
"Rumah Cantik 2 Lantai Termurah di Klampis Semolo Timur Dekat Raya Merr, Galaxy Mall",1850000000,102.0,125.0,4.0,4.0,2.0,1.0,Unfurnished,-7.28813,112.802902,rumah123
Dijual Rumah Semampir Selatan Sukolilo Surabaya Ron.a2623,1750000000,203.0,203.0,7.0,2.0,2.0,,Unfurnished,-7.2149,112.748787,rumah123
Dijual Rumah Semampir Praja Sukolilo Surabaya Ron.a2139,835000000,175.0,29.0,2.0,1.0,1.0,,Unfurnished,-7.2149,112.748787,rumah123
Dijual Rumah Medokan Semampir Indah Sukolilo Surabaya Ron.a770,900000000,200.0,70.0,2.0,1.0,1.0,,Semi Furnished,-7.2149,112.748787,rumah123
"Araya New Minimalis , Rumah Hook",3100000000,240.0,180.0,3.0,3.0,2.0,1.0,Unfurnished,-7.2149,112.748787,rumah123
Dijual Rumah 2 Lantai di Semampir Tengah Surabaya,1300000000,60.0,120.0,2.0,2.0,2.0,,Unfurnished,-7.2149,112.748787,rumah123
Rumah Semampir Tengah Strategis - Minimalis - Siap Huni - Carport,1290000000,100.0,175.0,4.0,3.0,2.0,,Unfurnished,-7.2149,112.748787,rumah123
Owner Bu Murah Rumah Semampir Tengah Siap Huni Selangkah ke Merr,2190000000,200.0,150.0,3.0,1.0,2.0,2.0,Unfurnished,-7.28917,112.734,rumah123
Rumah di Semampir Tengah-> Selangkah ke Merr,2390000000,200.0,150.0,3.0,2.0,1.0,2.0,Unfurnished,-7.2149,112.748787,rumah123
Rumah 2.5 LT di Semampir Tengah,1350000000,100.0,175.0,4.0,3.0,2.0,1.0,Unfurnished,-7.2149,112.748787,rumah123
"Rumah Mewah SHM Nol Jalan Raya Surabaya Utara, Siap Huni.",27000000000,274.0,600.0,7.0,4.0,2.0,3.0,Semi Furnished,-7.2149,112.748787,rumah123
Rumah Baru Dekat Its di Pakuwon City Lingkungan Nyaman Siap Huni,1500000000,78.0,60.0,1.0,1.0,,,Unfurnished,-7.2149,112.74879,rumah123
Rumah Siap Huni Semolo Elok Harga Dibawah Pasaran,700000000,102.0,102.0,3.0,1.0,1.0,1.0,Unfurnished,-7.2149,112.748787,rumah123
Dijual Rumah Dijalan Petukangan Tengah Surabaya,2400000000,144.0,144.0,4.0,2.0,2.0,,Unfurnished,-7.228794930946236,112.74219895056711,rumah123
Dijual Rumah Di Raya Wonokusumo Surabaya,2800000000,240.0,240.0,1.0,1.0,1.0,,Unfurnished,-7.2261691,112.7544363,rumah123
DIJUAL RUMAH Semampir Tengah - Surabaya,2150000000,186.0,156.0,4.0,2.0,1.0,1.0,Unfurnished,-7.2149,112.74879,rumah123
Rumah Nol Jalan Raya Sidotopo Wetan Semampir Surabaya Timur,4000000000,288.0,288.0,2.0,2.0,1.0,,Unfurnished,-7.2149,112.74879,rumah123
Semampir,2190000000,200.0,158.0,3.0,1.0,1.0,1.0,Unfurnished,,,rumah123
Termurah ! Rumah di Griya Amerta Medayu,445000000,47.0,47.0,2.0,1.0,1.0,1.0,Unfurnished,-7.2149,112.748787,rumah123
Dijual Rumah Siap Huni di Royal Residence Greenwich,2750000000,100.0,125.0,4.0,3.0,2.0,1.0,Semi Furnished,-7.31097,112.698067,rumah123
Rumah Asri Linkungan Aman Siap Huni di Taman Pondok Indah Wiyung,3500000000,280.0,200.0,1.0,5.0,4.0,1.0,Unfurnished,-7.31097,112.698067,rumah123
Dijual Rumah Griya Babatan Mukti Wiyung,1900000000,135.0,100.0,4.0,2.0,1.0,1.0,Unfurnished,-7.31097,112.698067,rumah123
Jual Rumah Baru Wiyung White House Dian Istana Free 3 Ac & Kanopi,3000000000,126.0,158.0,3.0,3.0,2.0,2.0,Semi Furnished,-7.31097,112.698067,rumah123
Dijual Rumah Murah White House Dian Istana Gratis Kanopi & 3 Ac,2500000000,105.0,140.0,3.0,3.0,2.0,2.0,Unfurnished,-7.31097,112.698067,rumah123
Strategi 0 Jl.raya Menganti Wiyung Dekat Binus School & Citraland,3000000000,120.0,184.0,3.0,3.0,3.0,2.0,Unfurnished,-7.31097,112.698067,rumah123
"Rumah Graha Green Garden, Dekat Citraland Wiyung",2150000000,150.0,150.0,3.0,3.0,2.0,,Unfurnished,,,rumah123
"Fully Furnished Rumah Wisata Bukit Mas 2, Surabaya",3000000000,180.0,190.0,3.0,3.0,2.0,,Unfurnished,,,rumah123
Dijual Rumah Baru Gress 2 Lantai di Graha Green Garden - Dian Istana,2250000000,150.0,100.0,3.0,2.0,2.0,2.0,Unfurnished,-7.31097,112.698067,rumah123
Dijual Rumah Royal Residen Green Wich Paddington Town House Unit Hook Depan Danau .Surabaya,2550000000,100.0,125.0,4.0,3.0,2.0,1.0,Unfurnished,-7.31097,112.698067,rumah123
Dijual Rumah Grand Harvest Surabaya Siap Huni,1250000000,60.0,80.0,2.0,2.0,2.0,1.0,Unfurnished,-7.31097,112.698067,rumah123
Dijual Rumah Forest Mansion Full Furnish Siap Huni,3500000000,180.0,250.0,4.0,4.0,2.0,2.0,Furnished,-7.31097,112.698067,rumah123
"Rumah Baru, Mewah 3 Lantai di Wiyung",4900000000,180.0,330.0,5.0,5.0,3.0,2.0,Unfurnished,-7.31097,112.698067,rumah123
Rumah Full Furnish Siap Huni Di Kotabaru Driyorejo Gresik,550000000,84.0,84.0,2.0,1.0,1.0,1.0,Furnished,-7.31097,112.69807,rumah123
Dijual Rumah Mewah Graha Famili 15X30 Hunian Prestise di Surabaya Barat,16000000000,450.0,600.0,5.0,5.0,2.0,2.0,Unfurnished,-7.31097,112.698067,rumah123
Dijual Rumah Mewah di Jalan Wijaya Kusuma,40000000000,1000.0,1000.0,8.0,4.0,2.0,1.0,Unfurnished,,,rumah123
Rumah di Jl. Jaksa Agung Suprapto,18000000000,590.0,400.0,,,,,Furnished,-7.2614722,112.7428284,rumah123
Rumah SHM Hitung Tanah Surabaya Pusat,8000000000,400.0,300.0,4.0,3.0,2.0,,Unfurnished,-7.26125,112.74277,rumah123
Dijual Rumah Jln Jaksa Agung Suprapto,10000000000,529.0,271.0,4.0,2.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
"Dijual Rumah Hanya 2 Menit ke Raya Darmo, Area Premium Pusat Kota Jl. Kanwa Surabaya",11500000000,433.0,500.0,7.0,4.0,,,Unfurnished,,,rumah123
Dijual Rumah di Ngaglik 1.5 M Negoo,1500000000,150.0,130.0,3.0,1.0,1.0,1.0,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Kos2an Aktif di Genteng Sidomukti,750000000,120.0,90.0,8.0,2.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
Ca1125 Dijual Rumah 2 LT Siap Huni Bagus Tengah Kota SHM di Walikota Mustajab Surabaya,26000000000,660.0,250.0,5.0,4.0,2.0,,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Tengah Kota Jaksa Agung Suprapto Surabaya,12000000000,612.0,734.0,4.0,2.0,2.0,1.0,Unfurnished,-7.26125,112.742767,rumah123
Jual Rumah Strategis Pusat Kota Surabaya,18000000000,738.0,525.0,4.0,4.0,2.0,10.0,Furnished,-7.26125,112.742767,rumah123
Murah Dijual Rumah Usaha Surabaya Pusat Jalan Walikota Mustajab - Ketabang - Genteng - Hadap Nol Jalan Rayakomersial Area - Parkiran Mobil Luas Cocok Buat Segala Usaha - SHM,18000000000,738.0,525.0,4.0,2.0,2.0,10.0,Unfurnished,-7.26125,112.742767,rumah123
Dijual Rumah Komersial Pusat Kota Surabaya,23000000000,604.0,462.0,3.0,3.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Dijual Rumah Siap Huni Ambengan Surabaya Pusat,5500000000,498.0,200.0,2.0,1.0,1.0,,Unfurnished,-7.26125,112.74277,rumah123
Rumah Strategis Pusat Kota Jalan Kecilung Surabaya Pusat,6500000000,370.0,600.0,5.0,4.0,2.0,3.0,Unfurnished,-7.26125,112.742767,rumah123
Rumah Pusat Kota Dijual Murah Butuh Cepat Laku,2500000000,264.0,600.0,5.0,6.0,3.0,2.0,Unfurnished,-7.26125,112.742767,rumah123
Kalianyar Seberang Sekolah Petra Area Tambaksari.,10000000000,480.0,480.0,1.0,1.0,1.0,,Unfurnished,-7.26125,112.742767,rumah123
*dijual Rumah Kalianyar**(masuk Gang)**_hitung Tanah !!!_*,800000000,198.0,165.0,2.0,1.0,1.0,1.0,Unfurnished,-7.26125,112.742767,rumah123
"RUMAH JALAN SLAMET COCOK BUAT HOMESTAY, KOST, KULINER LEBAR 15X35 METER ADA 6 KAMAR TIDUR",12000000000,524.0,400.0,6.0,3.0,1.0,5.0,Semi Furnished,,,rumah123
Rumah Tengah Kota Jl Pandan Surabaya,8000000000,390.0,300.0,7.0,2.0,1.0,2.0,Unfurnished,,,rumah123
Ruang Kantor Praxis Office,2000000000,88.0,88.0,2.0,1.0,1.0,1.0,Furnished,,,rumah123
Dijual Rumah Baru Siap Huni 2 Lantai Villa Kalijudan Surabaya,1970000000,100.0,160.0,3.0,3.0,3.0,1.0,Unfurnished,-7.25371,112.75321,rumah123
Rumah Ploso Timur Strategis Siap Huni Murah,600000000,99.0,85.0,3.0,1.0,1.0,,Unfurnished,-7.25371,112.753212,rumah123
Dijual Rumah Baru Gress Karang Asem Minimalis Baru,1300000000,80.0,110.0,3.0,3.0,2.0,,Unfurnished,-7.25371,112.753212,rumah123
"Pasti Murah Ploso Timur (Terima Siap Huni, Row 1.Mobil)",600000000,99.0,85.0,3.0,1.0,1.0,,Unfurnished,-7.25371,112.75321,rumah123
Rumah Jl Kesumba Kondisi Terawat Strategis Siap Huni Bonus Full Furnished,3400000000,265.0,180.0,4.0,2.0,1.0,,Furnished,-7.25371,112.753212,rumah123
Rumah Siap Huni di Setro - Surabaya,1050000000,77.0,154.0,4.0,2.0,2.0,1.0,Unfurnished,-7.239860201203257,112.77681055757232,rumah123
Dijual Rumah Mewah di Lebak Jaya Surabaya,6000000000,485.0,435.0,4.0,4.0,2.0,1.0,Furnished,-7.246890350718175,112.77731258996874,rumah123
Dijual Rumah Mewah Siap Huni Harga Tanah di Lebak Jaya 2 Surabaya,3500000000,304.0,400.0,5.0,4.0,2.0,1.0,Furnished,-7.246768902205218,112.77504065936267,rumah123
Rumah Luas Siap Usaha/Home Industry Ploso Timur Surabaya,2600000000,410.0,380.0,10.0,10.0,1.0,1.0,Semi Furnished,-7.25531,112.77606,rumah123
Dijual Rumah Ploso 2 Lantai Siap Huni,2300000000,156.0,180.0,4.0,3.0,2.0,1.0,Furnished,-7.25371,112.753212,rumah123
"Villa Kalijudan, 2 Lantai, SHM, Terawat",1300000000,56.0,96.0,3.0,2.0,2.0,1.0,Unfurnished,-7.28917,112.734,rumah123
7Jt-An/Mtr‼️Rumah Hitung Tanah Lebak Dekat Kenjeran Surabaya Timur,1300000000,170.0,140.0,4.0,2.0,1.0,2.0,Unfurnished,-7.25371,112.753212,rumah123
Bronggalan Minimalis Siap Huni,1550000000,112.0,200.0,4.0,3.0,2.0,,Unfurnished,,,rumah123
"Jual Rmh 1.5Lt Siap Huni di Karang Empat Dekat Unair,Kaza Dll",1400000000,120.0,135.0,4.0,3.0,2.0,1.0,Unfurnished,-7.25371,112.753212,rumah123
Rumah Baru Ploso Timur Dekat ke Tengah Kota,775000000,48.0,80.0,3.0,2.0,2.0,1.0,Unfurnished,-7.25371,112.753212,rumah123
Karang Empat Besar Cocok Utk Usaha,1500000000,136.0,175.0,3.0,3.0,1.0,,Unfurnished,-7.25371,112.75321,rumah123
Rumah Lebak SHM Luas 10X17 Hanya 8Juta Meter Nego Ada Dek untuk Jemuran Atas,1360000000,170.0,170.0,3.0,1.0,1.0,1.0,Unfurnished,-7.25371,112.753212,rumah123
Rumah Lebak Indah - Strategis - Siap Huni,1650000000,188.0,160.0,3.0,4.0,1.0,,Unfurnished,-7.25371,112.753212,rumah123
Rukost Aktif - Darmo Permai Timur,6600000000,360.0,550.0,13.0,13.0,2.0,1.0,Unfurnished,,,rumah123
Dijual Rumah Hitung Tanah di Darmo Harapan (H N),2400000000,220.0,100.0,3.0,2.0,1.0,,Unfurnished,-7.26548,112.698799,rumah123
Rumah Satelit Utara Sukomanunggal 150M ke Raya Satelit SHM Row 2.5Mobil Longgar,3100000000,240.0,200.0,3.0,2.0,1.0,2.0,Unfurnished,-7.26548,112.698799,rumah123
Rumah Strategis Nol Jalan Kembar Darmo Harapan Surabaya Barat,4900000000,330.0,127.0,3.0,3.0,1.0,1.0,Unfurnished,-7.26548,112.6988,rumah123
Jual Cepat Rumah Raya Satelit Surabaya Jalan Kembar,8000000000,450.0,700.0,5.0,3.0,2.0,2.0,Semi Furnished,-7.26548,112.698799,rumah123
Jual Cepat Rumah Raya Satelit Murah Surabaya Barat,8000000000,450.0,700.0,5.0,3.0,2.0,2.0,Unfurnished,-7.26548,112.698799,rumah123
Dijual rumah surabaya Barat Taman Hunian Satelit 1 siap huni,21000000000,1050.0,968.0,5.0,7.0,2.0,3.0,Unfurnished,-7.26548,112.698799,rumah123
"Rumah di Perum Bavarian Village , Darmo Surabaya ( De 8152 )",3600000000,176.0,225.0,5.0,4.0,2.0,2.0,Unfurnished,-7.26548,112.698799,rumah123
Rumah Minimalis Siap Huni di Tanjung Sari (Lm),3500000000,200.0,270.0,5.0,4.0,2.0,1.0,Unfurnished,,,rumah123
Dijual Rumah Mewah Lux Model Villa Taman Hunian Satelit,7500000000,314.0,350.0,4.0,3.0,2.0,2.0,Furnished,-7.26548,112.6988,rumah123
Dijual Rumah Raya Satelit,10500000000,600.0,870.0,8.0,4.0,2.0,,Unfurnished,-7.26548,112.698799,rumah123
Dijual Rumah Murahsukomanunggal Surabaya,1500000000,120.0,45.0,2.0,1.0,1.0,1.0,Unfurnished,-7.26548,112.698799,rumah123
Murahh Rumah Hitung Tanah Nego di Darmo Harapan Surabaya,3250000000,400.0,250.0,4.0,3.0,1.0,1.0,Unfurnished,-7.26548,112.6988,rumah123
Rumah Siap Huni Lokasi Strategis Satelit Utara Sukomanunggal,3250000000,275.0,260.0,4.0,3.0,,,Unfurnished,-7.265425,112.6988784,rumah123
Chofa Mewah Minimalis Rumah Baru Ada Kolam Renang Swimming 12.5m,12500000000,408.0,500.0,4.0,3.0,3.0,2.0,Furnished,-7.26548,112.698799,rumah123
Darmo Harapan Cluster Tierra Residence Tipe Sun Best View Garden,6150000000,144.0,209.0,5.0,5.0,2.0,,Semi Furnished,-7.26548,112.6988,rumah123
Rumah Darmo Harapan Cluster Tierra Residence Lokasi Strategis,3520000000,105.0,109.0,5.0,4.0,2.0,,Semi Furnished,-7.26548,112.6988,rumah123
Rumah Minimalis Siap Huni di Darmo Permai Surabaya Barat,1650000000,108.0,103.0,3.0,2.0,2.0,1.0,Unfurnished,-7.26548,112.698799,rumah123
Dijual Rumah Mewah Puncak Permai Utara Hunian Nyaman,11000000000,780.0,800.0,5.0,4.0,2.0,2.0,Unfurnished,-7.26548,112.6988,rumah123
Dijual Rumah Elite Strategis Dekat Universitas Negeri Surabaya,3200000000,112.0,128.0,5.0,3.0,2.0,2.0,Unfurnished,-7.2771,112.717407,rumah123
Rumah Jual Murah Alam Hijau Pojok Strategis,2900000000,210.0,240.0,3.0,3.0,2.0,2.0,Unfurnished,-7.309354,112.656548,rumah123
Pakis Argosari Mayjen Sungkono Ciputra World,6500000000,420.0,290.0,3.0,2.0,1.0,,Unfurnished,,,rumah123
Rumah Bagus Terenovasi HGB Bangkingan Surabaya,800000000,96.0,65.0,2.0,1.0,1.0,1.0,Unfurnished,-7.34304,112.697388,rumah123
Rumah Modern Siap Huni. 2 Lantai. untuk Keluarga Milenial Minimalis,1050000000,50.0,70.0,2.0,2.0,2.0,1.0,Unfurnished,-7.34304,112.697388,rumah123
Dijual Rumah Baru Gress Siap Huni di Grand Harvest,1250000000,108.0,49.0,2.0,1.0,1.0,2.0,Unfurnished,-7.34304,112.697388,rumah123
Taman Jivva 0857xxxxxxxx,750000000,50.0,33.0,2.0,1.0,1.0,1.0,Unfurnished,,,rumah123
"Rumah Baru, Row 3 Mobil di Kemlaten Karangpilang",750000000,50.0,33.0,2.0,1.0,1.0,1.0,Unfurnished,-7.34304,112.697388,rumah123
Rumah Baru 2 Lantai dengan KT 4 di Surabaya Selatan,1260000000,72.0,91.0,4.0,2.0,2.0,1.0,Unfurnished,-7.34304,112.697388,rumah123
Dijual Rumah Siap Huni Terawat Semi Furnished 2 Lantai Row Luas Maharaja Village Kebraon,1300000000,105.0,105.0,3.0,2.0,1.0,1.0,Semi Furnished,-7.28917,112.734,rumah123
"RUMAH BARU DI ALANA REGENCY GUNUNGSARI, SURABAYA BARANG",700000000,60.0,63.0,3.0,2.0,,,Unfurnished,,,rumah123
Flash Sale! Tanah Hook Ngantong - Gunungsari Indah Surabaya Selatan Cocok Dibangun Kost 2 Lantai,2360000000,249.0,53.0,2.0,1.0,1.0,,Unfurnished,-7.34304,112.697388,rumah123
Dijual Rumah Griya Kebraon Karangpilang Surabaya Ron.a2174,1200000000,109.0,170.0,4.0,2.0,2.0,1.0,Unfurnished,-7.34304,112.697388,rumah123
Dijual Rumah Jalan Kemlaten Karangpilang Surabaya,1200000000,253.0,253.0,5.0,3.0,1.0,,Unfurnished,-7.328370750795898,112.70739414190648,rumah123
Dijual Rumah Gunungsari Indah - Hitung Tanah,1800000000,239.0,75.0,2.0,1.0,1.0,1.0,Unfurnished,-7.34304,112.697388,rumah123
Rumah Baru Taman Pondok Jati Taman Sidoarjo,990000000,128.0,45.0,2.0,1.0,1.0,1.0,Unfurnished,-7.34304,112.697388,rumah123
Rumah Kemlaten Baru Barat di Surabaya Selatan,700000000,70.0,70.0,3.0,1.0,1.0,1.0,Unfurnished,-7.34304,112.69739,rumah123
"Rumah Kemlaten Baru Barat Karangpilang, Surabaya Selatan",700000000,70.0,70.0,3.0,1.0,1.0,1.0,Unfurnished,-7.34304,112.69739,rumah123
"Rumah Dijual Gunungsari Indah, Karangpilang, Surabaya",950000000,96.0,96.0,2.0,1.0,1.0,,Unfurnished,-7.34304,112.69739,rumah123
"Rumah Siap Huni Bawah Harga Pasar di Gunung Sari Indah, Karang Pilang",2000000000,120.0,165.0,4.0,3.0,2.0,1.0,Unfurnished,-7.28917,112.734,rumah123
DIJUAL RUMAH GRIYA KEBRAON UTARA SURABAYA,1500000000,103.0,100.0,3.0,1.0,1.0,1.0,Unfurnished,-7.34304,112.69739,rumah123
Dijual Rumah Dijalan Dupak Bandarejo Surabaya,2500000000,198.0,198.0,4.0,2.0,2.0,,Unfurnished,-7.243155,112.7192933,rumah123
Rumah Dijual di Jalan Tembok Dukuh Surabaya Pusat,5900000000,360.0,330.0,3.0,2.0,1.0,,Unfurnished,-7.25331,112.732857,rumah123
DIJUAL RUMAH MEWAH ASRI LOKASI STRATEGIS,2000000000,170.0,218.0,3.0,2.0,1.0,,Unfurnished,,,rumah123
Rumah Dijual Kalibutuh Bubutan Surabaya,1500000000,105.0,180.0,2.0,2.0,2.0,,Unfurnished,-7.2556854064968945,112.72371295427882,rumah123
"Dijual Rumah Baru Bangun, Northwest Lake Surabaya",975000000,55.0,65.0,2.0,2.0,2.0,1.0,Unfurnished,-7.25331,112.732857,rumah123
Dijual Rumah Dekat Jln Demak,650000000,84.0,84.0,3.0,1.0,1.0,1.0,Unfurnished,-7.25331,112.732857,rumah123
Rumah 2 Lantai Siap Huni Gundih Bubutan Surabaya,1400000000,129.0,250.0,5.0,3.0,2.0,1.0,Unfurnished,-7.25331,112.732857,rumah123
Rumah Dijual Dijalan Demak Surabaya,1300000000,231.0,231.0,5.0,3.0,1.0,,Unfurnished,-7.247139,112.71881,rumah123
"Dijual Rumah Raya Bubutan. Lokasi Strategis. Cocok untuk Rumah Tinggal, Tempat Usaha, Ekspedisi",28000000000,1400.0,850.0,7.0,2.0,2.0,2.0,Unfurnished,-7.25331,112.732857,rumah123
Dijual Rumah Dian Istana,6750000000,270.0,305.0,4.0,4.0,1.0,,Unfurnished,-7.25331,112.732857,rumah123
Rumah / Kantor di Jalan Tulungagung Surabaya,2850000000,380.0,372.0,7.0,2.0,2.0,1.0,Unfurnished,,,rumah123
Dijual Rumah Dijalan Dupak Surabaya Pusat,2000000000,119.0,119.0,6.0,2.0,2.0,,Unfurnished,-7.245047000002897,112.72361649999785,rumah123
"Siap Huni, Rumah, 1 Lantai, SHM, di Bubutan",4000000000,345.0,90.0,2.0,2.0,1.0,,Unfurnished,-7.25331,112.732857,rumah123
Dijual Cepat Rumah Siap Huni di Demak Timur,1500000000,129.0,250.0,5.0,2.0,2.0,1.0,Semi Furnished,-7.25331,112.732857,rumah123
Dijual Rumah Dijalan Purwodadi Surabaya,1900000000,200.0,200.0,4.0,1.0,1.0,,Unfurnished,-7.239435462,112.7221188,rumah123
"Dijual Murah Rumah Pusat Kota Surabaya, Maspati-Surabaya",1700000000,184.0,175.0,3.0,3.0,1.0,,Unfurnished,-7.25331,112.732857,rumah123
"Jual Rumah Bubutan Pusat Kota Surabaya, Dekat Tunjungan Plasa",600000000,85.0,60.0,3.0,1.0,1.0,,Unfurnished,-7.28917,112.734,rumah123
"Rumah Jalan Demak, Cocok Untuk Usaha, Dekat Tol",15000000000,319.0,319.0,1.0,1.0,1.0,1.0,Unfurnished,,,rumah123
Dijual Rumah Dijalan Jepara Surabaya Pusat,2700000000,358.0,358.0,5.0,4.0,2.0,,Unfurnished,-7.239257092824033,112.7247210311878,rumah123
For Sale Rumah Cantik Pakuwon City Surabaya Kota Dv 04,1950000000,112.0,112.0,5.0,2.0,,,Unfurnished,-7.27049,112.780548,rumah123
"Rumah Baru di Jual di Suterejo Prima Surabaya Timur Dekat Kampus Its, Unair",1990000000,90.0,90.0,4.0,3.0,2.0,,Unfurnished,,,rumah123
Rumah Dijual Mulyosari Utara Gress New Minimalis,1550000000,82.0,115.0,3.0,3.0,2.0,1.0,Unfurnished,,,rumah123
Dijual Cepat Rumah Pakuwon City Siap Huni Surabaya Kota Dv 04,1950000000,112.0,112.0,5.0,2.0,2.0,,Unfurnished,-7.27049,112.780548,rumah123
"Mulyosari Minimalis 2 Lantai, Carport 2 Mobil, Dekat Kampus Its, Unair",1550000000,83.0,115.0,3.0,3.0,2.0,2.0,Unfurnished,-7.27049,112.780548,rumah123
Rumah Babatan Pantai Strategis Hitung Tanah Row 3 Mobil,3850000000,320.0,200.0,3.0,3.0,1.0,,Unfurnished,-7.27049,112.780548,rumah123
Rumah Sutorejo Utara Row 3 Mobil,2750000000,200.0,175.0,4.0,3.0,1.0,,Unfurnished,-7.27049,112.780548,rumah123
Rumah Hitung Tanah Sutorejo Surabaya Timur,1750000000,135.0,184.0,3.0,2.0,1.0,,Furnished,-7.27049,112.780548,rumah123
"Rumah Imperial Beach, Palm Beach, Pakuwon City Minimalis, Siap Huni",3700000000,160.0,240.0,4.0,4.0,2.0,,Unfurnished,-7.27049,112.780548,rumah123
"Rumah Babatan Pantai New, Minimalis, Carport 2",2550000000,146.0,280.0,4.0,4.0,3.0,,Unfurnished,-7.27049,112.780548,rumah123
Pakuwon City Minimalis Lebar 9 Dekat Sekolah & Mall,4000000000,162.0,171.0,4.0,4.0,2.0,2.0,Unfurnished,,,rumah123
Pakuwon City Lebar 7 Tinggal Masuk Under 2M,1800000000,91.0,180.0,3.0,2.0,2.0,1.0,Unfurnished,,,rumah123
Rumah Wisma Permai Row Jalan 2.5 Mobil Hook,3100000000,261.0,200.0,4.0,3.0,1.0,,Unfurnished,-7.27049,112.780548,rumah123
Rumah Sutorejo Timur Hook Row 2 Mobil,1420000000,60.0,100.0,3.0,2.0,2.0,,Unfurnished,-7.27049,112.780548,rumah123
Rumah Sutorejo Tengah New Minimalis Hook Carport 2 Row Jalan 2 Mobil,2250000000,112.0,130.0,5.0,4.0,2.0,,Unfurnished,-7.27049,112.780548,rumah123
Rumah Sutorejo Tengah Butuh Renov Row 2 Mobil,1290000000,120.0,100.0,2.0,2.0,1.0,,Unfurnished,-7.27049,112.780548,rumah123
Rumah Sutorejo Utara Strategis Row 3 Mobil,2750000000,200.0,175.0,4.0,3.0,1.0,,Unfurnished,-7.27049,112.780548,rumah123
Dijual Rumah Sutorejo Tengah New Minimalis Hook,2250000000,112.0,130.0,4.0,3.0,2.0,,Unfurnished,-7.27049,112.780548,rumah123
Dijual Rumah Sutorejo Tengah,1290000000,120.0,100.0,2.0,2.0,1.0,,Unfurnished,-7.27049,112.780548,rumah123
Dijual Nego Sampai Deal Minimalis Rumah di Grand Pakuwon,900000000,48.0,48.0,2.0,2.0,2.0,1.0,Unfurnished,-7.25834,112.678978,rumah123
Dijual Rumah Mewah Siap Huni di Kawasan Satelit Town House Surabaya,21000000000,1050.0,968.0,5.0,7.0,2.0,3.0,Unfurnished,-7.25834,112.678978,rumah123
Grand Pakuwon Canberra #Kode Ll,1700000000,90.0,100.0,3.0,2.0,2.0,1.0,Unfurnished,-7.25834,112.678978,rumah123
Termurah Rumah Grand Pakuwon Canberra Paling Murah Surabaya,1340000000,90.0,180.0,4.0,2.0,2.0,,Unfurnished,-7.25834,112.67898,rumah123
Dijual Rumah Istimewa di Grand Pakuwon South Victoria,2350000000,160.0,200.0,4.0,3.0,2.0,1.0,Unfurnished,-7.2551295,112.6616806,rumah123
Di Jual Cepat Rumah Bangunan Baru Gress Posisi Hook di Manukan Tandes Mrn 03,2300000000,121.0,85.0,3.0,2.0,1.0,,Unfurnished,-7.25834,112.678978,rumah123
Rumah Terawat Siap Huni di Darmo Indah Barat,1800000000,105.0,135.0,3.0,3.0,2.0,1.0,Semi Furnished,-7.28917,112.734,rumah123
Termurah Rumah Queensland Grand Pakuwon Furnish Paling Murah Surabaya,1090000000,60.0,79.0,3.0,2.0,2.0,,Unfurnished,-7.25834,112.67898,rumah123
Dijual Rumah Darmo Indah Barat,3100000000,120.0,200.0,5.0,5.0,2.0,2.0,Unfurnished,-7.262351285555667,112.68701262584663,rumah123
Dijual Rumah Darmo Indah Barat,3100000000,120.0,200.0,5.0,5.0,2.0,2.0,Unfurnished,-7.262351285555667,112.68701262584663,rumah123
Dijual Rumah Darmo Indah Barat,3100000000,120.0,200.0,5.0,5.0,2.0,2.0,Unfurnished,-7.262351285555667,112.68701262584663,rumah123
